gene,counts,phase,time,fraction,cog_letter,sector
pmrR,965,shift,120.0,5.2213509209353824e-05,S,other
pncA,1470,shift,120.0,7.953767724119183e-05,H,metabolic
pncB,3850,shift,120.0,0.0002083129642031,H,metabolic
pncC,617,shift,120.0,3.338418153592882e-05,H,metabolic
pnp,19542,shift,120.0,0.0010573641419369,J,ribosomal
pntA,8906,shift,120.0,0.000481879288102,C,metabolic
pntB,6573,shift,120.0,0.0003556470425213,C,metabolic
pnuC,1487,shift,120.0,8.045750071949133e-05,H,metabolic
polA,5198,shift,120.0,0.0002812495553059,L,other
polB,743,shift,120.0,4.020169672803098e-05,L,other
potA,2237,shift,120.0,0.0001210379482915,E,metabolic
potB,783,shift,120.0,4.2365987265206265e-05,E,metabolic
potC,823,shift,120.0,4.453027780238155e-05,E,metabolic
potD,9900,shift,120.0,0.0005356619079508,E,metabolic
potE,306,shift,120.0,1.6556822609390953e-05,E,metabolic
potF,1730,shift,120.0,9.36055657328312e-05,E,metabolic
potG,793,shift,120.0,4.290705989950009e-05,E,metabolic
potH,268,shift,120.0,1.450074659907443e-05,E,metabolic
potI,515,shift,120.0,2.7865240666131838e-05,E,metabolic
poxB,2786,shift,120.0,0.0001507428359142,E,metabolic
ppa,18779,shift,120.0,0.0010160802999403,C,metabolic
ppc,7558,shift,120.0,0.0004089426969992,C,metabolic
ppdA,55,shift,120.0,2.975899488616021e-06,N,other
ppdB,55,shift,120.0,2.975899488616021e-06,U,other
ppdC,68,shift,120.0,3.6792939131979896e-06,N,other
ppdD,11,shift,120.0,5.951798977232042e-07,N,other
pphA,247,shift,120.0,1.3364494067057404e-05,T,other
pphB,74,shift,120.0,4.003937493774283e-06,T,other
ppiA,3639,shift,120.0,0.0001968963316195,O,other
ppiB,13912,shift,120.0,0.0007527402488295,O,other
ppiC,985,shift,120.0,5.329565447794147e-05,O,other
ppiD,11938,shift,120.0,0.0006459325108199,O,other
ppk,4234,shift,120.0,0.00022909015336,P,metabolic
pppA,249,shift,120.0,1.3472708593916168e-05,N,other
ppsA,58331,shift,120.0,0.0031561307830992,G,metabolic
ppsR,1986,shift,120.0,0.0001074570251707,T,other
pptA,942,shift,120.0,5.096904215047803e-05,Q,other
ppx,3569,shift,120.0,0.0001931088231794,F,metabolic
pqiA,1417,shift,120.0,7.666999227943458e-05,S,other
pqiB,2380,shift,120.0,0.0001287752869619,M,other
pqqL,3236,shift,120.0,0.0001750911044574,R,other
prc,12900,shift,120.0,0.000697983698239,O,other
preA,283,shift,120.0,1.5312355550515162e-05,F,metabolic
preT,308,shift,120.0,1.6665037136249717e-05,E,metabolic
prfA,2090,shift,120.0,0.0001130841805674,J,ribosomal
prfB,5506,shift,120.0,0.0002979145924421,J,ribosomal
prfC,3898,shift,120.0,0.0002109101128477,J,ribosomal
prfH,17,shift,120.0,9.198234782994974e-07,S,other
priA,702,shift,120.0,3.798329892742631e-05,L,other
priB,14888,shift,120.0,0.0008055489379366,L,other
priC,435,shift,120.0,2.3536659591781255e-05,L,other
prkB,1443,shift,120.0,7.807678112859852e-05,G,metabolic
prlC,3215,shift,120.0,0.0001739548519254,E,metabolic
prlF,1209,shift,120.0,6.541568148612308e-05,K,other
prmA,1625,shift,120.0,8.792430307274608e-05,J,ribosomal
prmB,2674,shift,120.0,0.0001446828224101,J,ribosomal
prmC,576,shift,120.0,3.116578373532415e-05,J,ribosomal
proA,2664,shift,120.0,0.0001441417497758,E,metabolic
proB,1732,shift,120.0,9.371378025968998e-05,E,metabolic
proC,2029,shift,120.0,0.0001097836374982,E,metabolic
proP,2960,shift,120.0,0.0001601574997509,G,metabolic
proQ,14596,shift,120.0,0.0007897496170152,T,other
proS,7786,shift,120.0,0.0004212791530611,J,ribosomal
proV,4666,shift,120.0,0.0002524644911614,P,metabolic
proW,1990,shift,120.0,0.0001076734542244,E,metabolic
proX,9021,shift,120.0,0.0004881016233964,E,metabolic
proY,920,shift,120.0,4.9778682355031626e-05,E,metabolic
prpB,8583,shift,120.0,0.0004644026420143,G,metabolic
prpC,4612,shift,120.0,0.0002495426989363,C,metabolic
prpD,3566,shift,120.0,0.0001929465013891,G,metabolic
prpE,2852,shift,120.0,0.0001543139153005,I,other
prpR,499,shift,120.0,2.699952445126172e-05,K,other
prs,35969,shift,120.0,0.0019461841582914,F,metabolic
psd,2779,shift,120.0,0.0001503640850702,I,other
psiE,71,shift,120.0,3.841615703486136e-06,R,other
psiF,1097,shift,120.0,5.9355667982032274e-05,S,other
pspA,2661,shift,120.0,0.0001439794279855,K,other
pspB,188,shift,120.0,1.0172165524723856e-05,S,other
pspC,261,shift,120.0,1.4121995755068757e-05,K,other
pspD,147,shift,120.0,7.953767724119185e-06,S,other
pspE,6420,shift,120.0,0.0003473686312166,P,metabolic
pspF,273,shift,120.0,1.477128291622134e-05,K,other
pspG,104,shift,120.0,5.627155396655749e-06,S,other
pssA,15004,shift,120.0,0.0008118253804944,I,other
pstA,177,shift,120.0,9.57698562700065e-06,P,metabolic
pstB,659,shift,120.0,3.565668659996287e-05,P,metabolic
pstC,254,shift,120.0,1.374324491106308e-05,P,metabolic
pstS,392,shift,120.0,2.1210047264317824e-05,P,metabolic
psuG,109,shift,120.0,5.8976917138026605e-06,F,metabolic
psuK,82,shift,120.0,4.436795601209341e-06,G,metabolic
psuT,238,shift,120.0,1.2877528696192964e-05,F,metabolic
pta,11549,shift,120.0,0.0006248847853459,C,metabolic
pth,1389,shift,120.0,7.515498890341188e-05,J,ribosomal
ptrA,3002,shift,120.0,0.000162430004815,O,other
ptrB,1682,shift,120.0,9.100841708822086e-05,E,metabolic
ptsA,58,shift,120.0,3.138221278904168e-06,G,metabolic
ptsG,6313,shift,120.0,0.0003415791540296,G,metabolic
ptsH,13969,shift,120.0,0.000755824362845,T,other
ptsI,38241,shift,120.0,0.002069115860803,G,metabolic
ptsN,4897,shift,120.0,0.0002649632690136,G,metabolic
ptsP,2784,shift,120.0,0.0001506346213874,T,other
purA,33125,shift,120.0,0.0017923031010982,F,metabolic
purB,10228,shift,120.0,0.0005534090903557,F,metabolic
purC,14099,shift,120.0,0.0007628583070908,F,metabolic
purD,3732,shift,120.0,0.0002019283071184,F,metabolic
purE,1857,shift,120.0,0.0001004771881883,F,metabolic
purF,12317,shift,120.0,0.0006664391636597,F,metabolic
purH,4976,shift,120.0,0.0002692377428246,F,metabolic
purK,4168,shift,120.0,0.0002255190739736,F,metabolic
purL,13839,shift,120.0,0.0007487904185992,F,metabolic
purM,8235,shift,120.0,0.0004455733143409,F,metabolic
purN,3394,shift,120.0,0.0001836400520793,F,metabolic
purR,5742,shift,120.0,0.0003106839066115,K,other
purT,6740,shift,120.0,0.000364682955514,F,metabolic
purU,5661,shift,120.0,0.0003063012182737,F,metabolic
putA,1178,shift,120.0,6.373835631981223e-05,E,metabolic
putP,4205,shift,120.0,0.0002275210427205,E,metabolic
puuA,2286,shift,120.0,0.0001236892041995,E,metabolic
puuB,125,shift,120.0,6.763407928672776e-06,E,metabolic
puuC,219,shift,120.0,1.1849490691034705e-05,C,metabolic
puuD,1216,shift,120.0,6.579443233012876e-05,E,metabolic
puuE,149,shift,120.0,8.061982250977949e-06,E,metabolic
puuP,824,shift,120.0,4.4584385065810935e-05,E,metabolic
puuR,1210,shift,120.0,6.546978874955247e-05,K,other
pykA,16800,shift,120.0,0.0009090020256136,G,metabolic
pykF,10148,shift,120.0,0.0005490805092813,G,metabolic
pyrB,1615,shift,120.0,8.738323043845226e-05,F,metabolic
pyrC,5079,shift,120.0,0.0002748107909578,F,metabolic
pyrD,2341,shift,120.0,0.0001266651036881,F,metabolic
pyrE,711,shift,120.0,3.847026429829075e-05,F,metabolic
pyrF,1368,shift,120.0,7.401873637139486e-05,F,metabolic
pyrG,10391,shift,120.0,0.0005622285742947,F,metabolic
pyrH,3988,shift,120.0,0.0002157797665563,F,metabolic
pyrI,1086,shift,120.0,5.8760488084309073e-05,F,metabolic
pyrL,210,shift,120.0,1.1362525320170263e-05,S,other
qmcA,981,shift,120.0,5.307922542422394e-05,O,other
qor,1329,shift,120.0,7.190855309764894e-05,C,metabolic
qorB,79,shift,120.0,4.274473810921194e-06,R,other
qseB,134,shift,120.0,7.250373299537215e-06,T,other
qseC,305,shift,120.0,1.6502715345961573e-05,T,other
queA,1410,shift,120.0,7.62912414354289e-05,J,ribosomal
queC,1287,shift,120.0,6.96360480336149e-05,J,ribosomal
queD,548,shift,120.0,2.965078035930145e-05,H,metabolic
queE,541,shift,120.0,2.9272029515295773e-05,R,other
queF,2385,shift,120.0,0.000129045823279,J,ribosomal
queG,1338,shift,120.0,7.239551846851339e-05,J,ribosomal
racC,19,shift,120.0,1.0280380051582618e-06,S,other
racR,3976,shift,120.0,0.0002151304793952,S,other
radA,1190,shift,120.0,6.438764348096482e-05,O,other
radD,794,shift,120.0,4.296116716292947e-05,K,other
raiA,75600,shift,120.0,0.0040905091152612,J,ribosomal
ralR,14,shift,120.0,7.575016880113508e-07,S,other
rapA,1743,shift,120.0,9.430896015741318e-05,K,other
rapZ,4290,shift,120.0,0.000232120160112,T,other
rarA,1747,shift,120.0,9.452538921113073e-05,L,other
rarD,775,shift,120.0,4.193312915777121e-05,S,other
ratA,1468,shift,120.0,7.942946271433308e-05,J,ribosomal
ratB,1274,shift,120.0,6.893265360903293e-05,V,other
ravA,1221,shift,120.0,6.606496864727567e-05,R,other
rayT,222,shift,120.0,1.2011812481322847e-05,X,other
rbbA,455,shift,120.0,2.46188048603689e-05,V,other
rbfA,1077,shift,120.0,5.827352271344464e-05,J,ribosomal
rbn,615,shift,120.0,3.327596700907006e-05,J,ribosomal
rbsA,56786,shift,120.0,0.0030725350611008,G,metabolic
rbsB,193659,shift,120.0,0.0104783585284707,G,metabolic
rbsC,41195,shift,120.0,0.0022289487169734,G,metabolic
rbsD,57804,shift,120.0,0.003127616255272,G,metabolic
rbsK,24834,shift,120.0,0.0013436997800052,G,metabolic
rbsR,6124,shift,120.0,0.0003313528812415,K,other
rcdA,431,shift,120.0,2.332023053806373e-05,K,other
rclA,1030,shift,120.0,5.573048133226367e-05,C,metabolic
rclB,45,shift,120.0,2.4348268543221992e-06,S,other
rclC,185,shift,120.0,1.0009843734435709e-05,S,other
rclR,140,shift,120.0,7.575016880113508e-06,K,other
rcnA,3050,shift,120.0,0.0001650271534596,P,metabolic
rcnB,1909,shift,120.0,0.0001032907658866,P,metabolic
rcnR,1133,shift,120.0,6.130352946549004e-05,K,other
rcsA,477,shift,120.0,2.5809164655815312e-05,T,other
rcsB,9036,shift,120.0,0.0004889132323478,T,other
rcsC,3783,shift,120.0,0.0002046877775533,T,other
rcsD,7091,shift,120.0,0.0003836746049777,T,other
rcsF,1559,shift,120.0,8.435322368640685e-05,S,other
rdgB,1253,shift,120.0,6.77964010770159e-05,F,metabolic
rdgC,2128,shift,120.0,0.0001151402565777,L,other
rdoA,4886,shift,120.0,0.0002643680891159,T,other
recA,6285,shift,120.0,0.0003400641506536,L,other
recB,3444,shift,120.0,0.0001863454152507,L,other
recC,1590,shift,120.0,8.60305488527177e-05,L,other
recD,1349,shift,120.0,7.299069836623659e-05,L,other
recE,148,shift,120.0,8.007874987548567e-06,S,other
recF,857,shift,120.0,4.636992475898055e-05,L,other
recG,2180,shift,120.0,0.000117953834276,L,other
recJ,1755,shift,120.0,9.495824731856575e-05,L,other
recN,595,shift,120.0,3.219382174048241e-05,L,other
recO,955,shift,120.0,5.167243657506e-05,L,other
recQ,1587,shift,120.0,8.586822706242955e-05,L,other
recR,2875,shift,120.0,0.0001555583823594,L,other
recT,127,shift,120.0,6.87162245553154e-06,L,other
recX,74,shift,120.0,4.003937493774283e-06,O,other
relA,4415,shift,120.0,0.0002388835680407,T,other
relB,609,shift,120.0,3.295132342849376e-05,V,other
relE,1132,shift,120.0,6.124942220206065e-05,V,other
rem,60,shift,120.0,3.246435805762932e-06,S,other
renD,133,shift,120.0,7.196266036107833e-06,S,other
rep,1235,shift,120.0,6.682247033528703e-05,L,other
rfaD,3757,shift,120.0,0.0002032809887041,M,other
rfaE,2003,shift,120.0,0.000108376848649,M,other
rfaH,896,shift,120.0,4.848010803272645e-05,K,other
rfbA,2,shift,120.0,1.082145268587644e-07,M,other
rfbB,0,shift,120.0,0.0,M,other
rfbC,20,shift,120.0,1.082145268587644e-06,M,other
rfbD,0,shift,120.0,0.0,M,other
rfbX,23,shift,120.0,1.2444670588757906e-06,M,other
rfe,2446,shift,120.0,0.0001323463663482,M,other
rffC,383,shift,120.0,2.0723081893453385e-05,J,ribosomal
rffG,1071,shift,120.0,5.794887913286834e-05,M,other
rffH,762,shift,120.0,4.122973473318924e-05,M,other
rffM,662,shift,120.0,3.581900839025101e-05,M,other
rffT,699,shift,120.0,3.782097713713816e-05,S,other
rhaA,19,shift,120.0,1.0280380051582618e-06,G,metabolic
rhaB,23,shift,120.0,1.2444670588757906e-06,G,metabolic
rhaD,18,shift,120.0,9.739307417288796e-07,G,metabolic
rhaM,4,shift,120.0,2.164290537175288e-07,M,other
rhaR,398,shift,120.0,2.153469084489412e-05,R,other
rhaS,180,shift,120.0,9.739307417288795e-06,R,other
rhaT,185,shift,120.0,1.0009843734435709e-05,S,other
rhlB,10547,shift,120.0,0.0005706693073896,L,other
rhlE,390,shift,120.0,2.110183273745906e-05,L,other
rho,27062,shift,120.0,0.0014642507629259,K,other
rhoL,4375,shift,120.0,0.0002367192775035,S,other
rhsA,53,shift,120.0,2.867684961757257e-06,R,other
rhsB,104,shift,120.0,5.627155396655749e-06,R,other
rhsC,233,shift,120.0,1.2606992379046052e-05,R,other
rhsD,326,shift,120.0,1.76389678779786e-05,R,other
rhsE,113,shift,120.0,6.114120767520189e-06,S,other
rhtA,207,shift,120.0,1.1200203529882116e-05,E,metabolic
rhtB,414,shift,120.0,2.240040705976423e-05,E,metabolic
rhtC,1079,shift,120.0,5.8381737240303394e-05,E,metabolic
ribA,3933,shift,120.0,0.0002128038670677,H,metabolic
ribB,10595,shift,120.0,0.0005732664560343,H,metabolic
ribC,3780,shift,120.0,0.000204525455763,H,metabolic
ribD,1773,shift,120.0,9.593217806029463e-05,H,metabolic
ribE,3118,shift,120.0,0.0001687064473728,H,metabolic
ribF,3012,shift,120.0,0.0001629710774492,H,metabolic
ridA,8677,shift,120.0,0.0004694887247767,V,other
rihA,10062,shift,120.0,0.0005444272846264,F,metabolic
rihB,38,shift,120.0,2.056076010316524e-06,F,metabolic
rihC,1192,shift,120.0,6.449585800782359e-05,F,metabolic
rimI,556,shift,120.0,3.0083638466736504e-05,J,ribosomal
rimJ,1360,shift,120.0,7.358587826395979e-05,J,ribosomal
rimK,568,shift,120.0,3.073292562788909e-05,H,metabolic
rimL,1825,shift,120.0,9.874575575862252e-05,J,ribosomal
rimM,34821,shift,120.0,0.0018840690198745,J,ribosomal
rimO,2446,shift,120.0,0.0001323463663482,J,ribosomal
rimP,2463,shift,120.0,0.0001332661898265,J,ribosomal
rlmA,2159,shift,120.0,0.000116817581744,H,metabolic
rlmB,1336,shift,120.0,7.228730394165462e-05,J,ribosomal
rlmC,466,shift,120.0,2.5213984758092105e-05,J,ribosomal
rlmD,1447,shift,120.0,7.829321018231604e-05,J,ribosomal
rlmE,9494,shift,120.0,0.0005136943589985,J,ribosomal
rlmF,416,shift,120.0,2.2508621586622995e-05,J,ribosomal
rlmG,488,shift,120.0,2.640434455353852e-05,J,ribosomal
rlmH,1098,shift,120.0,5.940977524546166e-05,J,ribosomal
rlmI,1896,shift,120.0,0.0001025873714621,J,ribosomal
rlmJ,1293,shift,120.0,6.996069161419118e-05,J,ribosomal
rlmL,2148,shift,120.0,0.0001162224018463,J,ribosomal
rlmM,1145,shift,120.0,6.195281662664262e-05,J,ribosomal
rlmN,4508,shift,120.0,0.0002439155435396,J,ribosomal
rlpA,3514,shift,120.0,0.0001901329236908,M,other
rluA,582,shift,120.0,3.149042731590044e-05,J,ribosomal
rluB,2096,shift,120.0,0.0001134088241479,J,ribosomal
rluC,1405,shift,120.0,7.6020705118282e-05,J,ribosomal
rluD,2195,shift,120.0,0.0001187654432274,J,ribosomal
rluE,1023,shift,120.0,5.5351730488258e-05,J,ribosomal
rluF,1328,shift,120.0,7.185444583421957e-05,J,ribosomal
rmf,379321,shift,120.0,0.0205240212712966,J,ribosomal
rmuC,1201,shift,120.0,6.498282337868802e-05,L,other
rna,1911,shift,120.0,0.0001033989804135,J,ribosomal
rnb,14885,shift,120.0,0.0008053866161463,K,other
rnc,3196,shift,120.0,0.0001729268139203,K,other
rnd,1537,shift,120.0,8.316286389096045e-05,J,ribosomal
rne,12796,shift,120.0,0.0006923565428423,J,ribosomal
rng,2894,shift,120.0,0.0001565864203646,J,ribosomal
rnhA,742,shift,120.0,4.01475894646016e-05,L,other
rnhB,736,shift,120.0,3.98229458840253e-05,L,other
rnk,3031,shift,120.0,0.0001639991154544,K,other
rnlA,4503,shift,120.0,0.0002436450072225,S,other
rnlB,1407,shift,120.0,7.612891964514076e-05,S,other
rnpA,4645,shift,120.0,0.0002513282386294,J,ribosomal
rnr,3987,shift,120.0,0.0002157256592929,K,other
rnt,1356,shift,120.0,7.336944921024227e-05,L,other
rob,5246,shift,120.0,0.0002838467039505,K,other
rodZ,5488,shift,120.0,0.0002969406617004,D,other
rof,1007,shift,120.0,5.448601427338788e-05,K,other
roxA,3962,shift,120.0,0.0002143729777072,J,ribosomal
rpe,2383,shift,120.0,0.0001289376087522,G,metabolic
rph,1326,shift,120.0,7.17462313073608e-05,S,other
rpiA,6245,shift,120.0,0.0003378998601164,G,metabolic
rpiB,223,shift,120.0,1.2065919744752233e-05,G,metabolic
rpiR,3171,shift,120.0,0.0001715741323345,K,other
rplA,55575,shift,120.0,0.0030070111650879,J,ribosomal
rplB,63998,shift,120.0,0.0034627566449536,J,ribosomal
rplC,59473,shift,120.0,0.0032179212779356,J,ribosomal
rplD,30402,shift,120.0,0.00164496902278,J,ribosomal
rplE,41559,shift,120.0,0.0022486437608616,J,ribosomal
rplF,37850,shift,120.0,0.0020479599208021,J,ribosomal
rplI,21946,shift,120.0,0.0011874380032212,J,ribosomal
rplJ,51403,shift,120.0,0.0027812756620605,J,ribosomal
rplK,18918,shift,120.0,0.001023601209557,J,ribosomal
rplL,38913,shift,120.0,0.0021054759418275,J,ribosomal
rplM,43274,shift,120.0,0.002341437717643,J,ribosomal
rplN,48742,shift,120.0,0.0026372962340749,J,ribosomal
rplO,22990,shift,120.0,0.0012439259862414,J,ribosomal
rplP,27727,shift,120.0,0.0015002320931064,J,ribosomal
rplQ,23353,shift,120.0,0.0012635669228663,J,ribosomal
rplR,16253,shift,120.0,0.0008794053525177,J,ribosomal
rplS,16895,shift,120.0,0.0009141422156394,J,ribosomal
rplT,58002,shift,120.0,0.003138329493431,J,ribosomal
rplU,21538,shift,120.0,0.001165362239742,J,ribosomal
rplV,27585,shift,120.0,0.0014925488616995,J,ribosomal
rplW,23909,shift,120.0,0.001293650561333,J,ribosomal
rplX,27102,shift,120.0,0.0014664150534631,J,ribosomal
rplY,18628,shift,120.0,0.0010079101031625,J,ribosomal
rpmA,14920,shift,120.0,0.0008072803703663,J,ribosomal
rpmB,35899,shift,120.0,0.0019423966498513,J,ribosomal
rpmC,9850,shift,120.0,0.0005329565447794,J,ribosomal
rpmD,5633,shift,120.0,0.0003047862148977,J,ribosomal
rpmE,21618,shift,120.0,0.0011696908208163,J,ribosomal
rpmF,28490,shift,120.0,0.001541515935103,J,ribosomal
rpmG,15965,shift,120.0,0.00086382246065,J,ribosomal
rpmH,9484,shift,120.0,0.0005131532863642,J,ribosomal
rpmI,58131,shift,120.0,0.0031453093304134,J,ribosomal
rpmJ,10840,shift,120.0,0.0005865227355745,J,ribosomal
rpoA,72837,shift,120.0,0.0039410107464059,K,other
rpoB,52954,shift,120.0,0.0028651960276395,K,other
rpoC,36345,shift,120.0,0.0019665284893408,K,other
rpoD,17311,shift,120.0,0.000936650837226,K,other
rpoE,15488,shift,120.0,0.0008380132959942,K,other
rpoH,9759,shift,120.0,0.0005280327838073,K,other
rpoN,7482,shift,120.0,0.0004048305449786,K,other
rpoS,21026,shift,120.0,0.0011376593208661,K,other
rpoZ,3593,shift,120.0,0.0001944073975017,K,other
rppH,3125,shift,120.0,0.0001690851982168,V,other
rpsA,136399,shift,120.0,0.0073801766245043,J,ribosomal
rpsB,57969,shift,120.0,0.0031365439537378,J,ribosomal
rpsC,50325,shift,120.0,0.0027229480320836,J,ribosomal
rpsD,44211,shift,120.0,0.0023921362234764,J,ribosomal
rpsE,25131,shift,120.0,0.0013597696372438,J,ribosomal
rpsF,32428,shift,120.0,0.001754590338488,J,ribosomal
rpsG,36350,shift,120.0,0.001966799025658,J,ribosomal
rpsH,28075,shift,120.0,0.0015190614207799,J,ribosomal
rpsI,33435,shift,120.0,0.0018090763527613,J,ribosomal
rpsJ,34271,shift,120.0,0.0018543100249883,J,ribosomal
rpsK,21109,shift,120.0,0.0011421502237308,J,ribosomal
rpsL,39213,shift,120.0,0.0021217081208563,J,ribosomal
rpsM,29600,shift,120.0,0.0016015749975097,J,ribosomal
rpsN,40296,shift,120.0,0.0021803062871503,J,ribosomal
rpsO,31582,shift,120.0,0.0017088155936267,J,ribosomal
rpsP,12254,shift,120.0,0.0006630304060636,J,ribosomal
rpsQ,25642,shift,120.0,0.0013874184488562,J,ribosomal
rpsR,10447,shift,120.0,0.0005652585810467,J,ribosomal
rpsS,21873,shift,120.0,0.0011834881729908,J,ribosomal
rpsT,32385,shift,120.0,0.0017522637261605,J,ribosomal
rpsU,19473,shift,120.0,0.0010536307407603,J,ribosomal
rraA,4497,shift,120.0,0.0002433203636419,J,ribosomal
rraB,5417,shift,120.0,0.0002930990459969,J,ribosomal
rrrD,80,shift,120.0,4.328581074350576e-06,M,other
rrrQ,19,shift,120.0,1.0280380051582618e-06,M,other
rsd,6260,shift,120.0,0.0003387114690679,K,other
rseA,17488,shift,120.0,0.000946227822853,T,other
rseB,6475,shift,120.0,0.0003503445307052,T,other
rseC,1220,shift,120.0,6.601086138384629e-05,T,other
rseP,7367,shift,120.0,0.0003986082096842,O,other
rsfS,1718,shift,120.0,9.295627857167862e-05,J,ribosomal
rsgA,1929,shift,120.0,0.0001043729111552,J,ribosomal
rsmA,3541,shift,120.0,0.0001915938198034,J,ribosomal
rsmB,2480,shift,120.0,0.0001341860133048,J,ribosomal
rsmC,1167,shift,120.0,6.314317642208903e-05,J,ribosomal
rsmD,916,shift,120.0,4.95622533013141e-05,J,ribosomal
rsmE,769,shift,120.0,4.1608485577194914e-05,J,ribosomal
rsmF,1468,shift,120.0,7.942946271433308e-05,J,ribosomal
rsmG,1065,shift,120.0,5.762423555229204e-05,J,ribosomal
rsmH,2786,shift,120.0,0.0001507428359142,J,ribosomal
rsmI,947,shift,120.0,5.123957846762495e-05,J,ribosomal
rsmJ,333,shift,120.0,1.8017718721984275e-05,S,other
rspA,329,shift,120.0,1.7801289668266744e-05,M,other
rspB,215,shift,120.0,1.1633061637317172e-05,E,metabolic
rssA,3252,shift,120.0,0.0001759568206723,R,other
rssB,4052,shift,120.0,0.0002192426314158,T,other
rstA,1347,shift,120.0,7.288248383937782e-05,T,other
rstB,1175,shift,120.0,6.357603452952409e-05,T,other
rsuA,1202,shift,120.0,6.503693064211741e-05,J,ribosomal
rsxA,1177,shift,120.0,6.368424905638285e-05,C,metabolic
rsxB,1006,shift,120.0,5.4431907009958494e-05,C,metabolic
rsxC,2175,shift,120.0,0.0001176832979589,C,metabolic
rsxD,952,shift,120.0,5.1510114784771857e-05,C,metabolic
rsxE,888,shift,120.0,4.80472499252914e-05,C,metabolic
rsxG,862,shift,120.0,4.664046107612746e-05,C,metabolic
rtcA,128,shift,120.0,6.925729718960922e-06,A,other
rtcB,126,shift,120.0,6.817515192102158e-06,J,ribosomal
rtcR,54,shift,120.0,2.921792225186639e-06,K,other
rusA,4,shift,120.0,2.164290537175288e-07,L,other
rutA,6,shift,120.0,3.246435805762932e-07,H,metabolic
rutB,3,shift,120.0,1.623217902881466e-07,H,metabolic
rutC,5,shift,120.0,2.70536317146911e-07,V,other
rutD,15,shift,120.0,8.11608951440733e-07,E,metabolic
rutE,7,shift,120.0,3.787508440056754e-07,C,metabolic
rutF,9,shift,120.0,4.869653708644398e-07,C,metabolic
rutG,131,shift,120.0,7.0880515092490685e-06,F,metabolic
rutR,369,shift,120.0,1.9965580205442037e-05,K,other
ruvA,1121,shift,120.0,6.065424230433745e-05,L,other
ruvB,1558,shift,120.0,8.429911642297747e-05,L,other
ruvC,1927,shift,120.0,0.0001042646966284,L,other
rzoD,0,shift,120.0,0.0,S,other
rzoR,0,shift,120.0,0.0,S,other
rzpD,22,shift,120.0,1.1903597954464084e-06,S,other
rzpR,8,shift,120.0,4.328581074350576e-07,S,other
sad,913,shift,120.0,4.9399931511025954e-05,C,metabolic
safA,1,shift,120.0,5.41072634293822e-08,S,other
sanA,509,shift,120.0,2.7540597085555542e-05,M,other
sapA,1335,shift,120.0,7.223319667822524e-05,E,metabolic
sapB,557,shift,120.0,3.0137745730165888e-05,V,other
sapC,412,shift,120.0,2.2292192532905467e-05,V,other
sapD,1202,shift,120.0,6.503693064211741e-05,V,other
sapF,975,shift,120.0,5.275458184364765e-05,V,other
satP,292,shift,120.0,1.57993209213796e-05,C,metabolic
sbcB,2748,shift,120.0,0.0001486867599039,L,other
sbcC,1398,shift,120.0,7.564195427427631e-05,L,other
sbcD,573,shift,120.0,3.1003461945036e-05,L,other
sbmA,640,shift,120.0,3.462864859480461e-05,I,other
sbmC,889,shift,120.0,4.810135718872078e-05,L,other
sbp,1954,shift,120.0,0.000105725592741,P,metabolic
scpA,93,shift,120.0,5.031975498932545e-06,I,other
scpB,61,shift,120.0,3.3005430691923144e-06,I,other
scpC,98,shift,120.0,5.302511816079456e-06,C,metabolic
sdaA,1338,shift,120.0,7.239551846851339e-05,E,metabolic
sdaB,943,shift,120.0,5.102314941390742e-05,E,metabolic
sdaC,3514,shift,120.0,0.0001901329236908,E,metabolic
sdhA,41025,shift,120.0,0.0022197504821904,C,metabolic
sdhB,34059,shift,120.0,0.0018428392851413,C,metabolic
sdhC,20376,shift,120.0,0.001102489599637,C,metabolic
sdhD,8253,shift,120.0,0.0004465472450826,C,metabolic
sdhE,1853,shift,120.0,0.0001002607591346,O,other
sdiA,1106,shift,120.0,5.984263335289671e-05,T,other
secA,11995,shift,120.0,0.0006490166248354,U,other
secB,12146,shift,120.0,0.0006571868216132,U,other
secD,14562,shift,120.0,0.0007879099700586,U,other
secE,6221,shift,120.0,0.0003366012857941,U,other
secF,6724,shift,120.0,0.0003638172392991,U,other
secG,7489,shift,120.0,0.0004052092958226,U,other
secM,3021,shift,120.0,0.0001634580428201,S,other
secY,69323,shift,120.0,0.003750877822715,U,other
selA,993,shift,120.0,5.3728512585376527e-05,J,ribosomal
selB,2338,shift,120.0,0.0001265027818978,J,ribosomal
selD,2118,shift,120.0,0.0001145991839434,E,metabolic
seqA,4562,shift,120.0,0.0002468373357648,L,other
serA,7439,shift,120.0,0.0004025039326511,H,metabolic
serB,1018,shift,120.0,5.5081194171111085e-05,E,metabolic
serC,25226,shift,120.0,0.0013649098272695,H,metabolic
serS,11346,shift,120.0,0.0006139010108697,J,ribosomal
setA,483,shift,120.0,2.6133808236391604e-05,G,metabolic
setB,172,shift,120.0,9.30644930985374e-06,G,metabolic
setC,32,shift,120.0,1.7314324297402304e-06,G,metabolic
sfmA,78,shift,120.0,4.220366547491812e-06,N,other
sfmC,9,shift,120.0,4.869653708644398e-07,W,other
sfmD,136,shift,120.0,7.358587826395979e-06,N,other
sfmF,27,shift,120.0,1.4608961125933194e-06,N,other
sfmH,18,shift,120.0,9.739307417288796e-07,N,other
