gene,counts,phase,time,fraction,cog_letter,sector
dacB,43,shift,5.0,9.501080582199704e-06,M,other
dacC,1758,shift,5.0,0.0003884395270583,M,other
dacD,151,shift,5.0,3.336425971888733e-05,M,other
dadA,2935,shift,5.0,0.0006485039885757,E,metabolic
dadX,1980,shift,5.0,0.0004374916175059,M,other
dam,190,shift,5.0,4.1981518851580085e-05,L,other
damX,1726,shift,5.0,0.0003813689554622,D,other
dapA,2350,shift,5.0,0.0005192451015853,E,metabolic
dapB,600,shift,5.0,0.000132573217426,E,metabolic
dapD,2143,shift,5.0,0.0004735073415733,E,metabolic
dapE,893,shift,5.0,0.0001973131386024,E,metabolic
dapF,246,shift,5.0,5.435501914467737e-05,E,metabolic
dauA,83,shift,5.0,1.8339295077269197e-05,P,metabolic
dbpA,76,shift,5.0,1.6792607540632035e-05,L,other
dcd,1415,shift,5.0,0.000312651837763,F,metabolic
dcm,199,shift,5.0,4.397011711297072e-05,L,other
dcp,646,shift,5.0,0.0001427371640953,E,metabolic
dcrB,692,shift,5.0,0.0001529011107647,S,other
dctA,2322,shift,5.0,0.0005130583514387,C,metabolic
dctR,2,shift,5.0,4.419107247534746e-07,T,other
dcuA,953,shift,5.0,0.000210570460345,G,metabolic
dcuB,91,shift,5.0,2.010693797628309e-05,G,metabolic
dcuC,48,shift,5.0,1.060585739408339e-05,C,metabolic
dcuD,37,shift,5.0,8.17534840793928e-06,C,metabolic
dcuR,628,shift,5.0,0.0001387599675725,K,other
dcuS,665,shift,5.0,0.0001469353159805,T,other
dcyD,574,shift,5.0,0.0001268283780042,E,metabolic
ddlA,288,shift,5.0,6.363514436450034e-05,M,other
ddlB,1150,shift,5.0,0.0002540986667332,M,other
ddpA,304,shift,5.0,6.717043016252814e-05,E,metabolic
ddpB,40,shift,5.0,8.838214495069492e-06,E,metabolic
ddpC,38,shift,5.0,8.396303770316017e-06,E,metabolic
ddpD,47,shift,5.0,1.0384902031706652e-05,E,metabolic
ddpF,39,shift,5.0,8.617259132692754e-06,E,metabolic
ddpX,263,shift,5.0,5.811126030508191e-05,M,other
deaD,594,shift,5.0,0.0001312474852517,L,other
dedA,182,shift,5.0,4.021387595256619e-05,S,other
dedD,430,shift,5.0,9.501080582199703e-05,D,other
def,1338,shift,5.0,0.00029563827486,J,ribosomal
degP,961,shift,5.0,0.000212338103244,O,other
degQ,1545,shift,5.0,0.000341376034872,O,other
degS,225,shift,5.0,4.971495653476589e-05,O,other
deoA,376,shift,5.0,8.307921625365322e-05,F,metabolic
deoB,512,shift,5.0,0.0001131291455368,G,metabolic
deoC,249,shift,5.0,5.501788523180759e-05,F,metabolic
deoD,465,shift,5.0,0.0001027442435051,F,metabolic
deoR,166,shift,5.0,3.667859015453839e-05,K,other
der,544,shift,5.0,0.0001201997171329,R,other
dfp,310,shift,5.0,6.849616233678856e-05,H,metabolic
dgcC,35,shift,5.0,7.733437683185805e-06,T,other
dgcE,635,shift,5.0,0.0001403066551092,T,other
dgcF,42,shift,5.0,9.280125219822966e-06,T,other
dgcI,12,shift,5.0,2.6514643485208475e-06,T,other
dgcJ,130,shift,5.0,2.8724197108975847e-05,T,other
dgcM,212,shift,5.0,4.684253682386831e-05,T,other
dgcN,48,shift,5.0,1.060585739408339e-05,T,other
dgcP,145,shift,5.0,3.203852754462691e-05,T,other
dgcQ,430,shift,5.0,9.501080582199703e-05,T,other
dgcT,48,shift,5.0,1.060585739408339e-05,T,other
dgcZ,220,shift,5.0,4.86101797228822e-05,T,other
dgkA,167,shift,5.0,3.689954551691513e-05,I,other
dgoA,27,shift,5.0,5.965794784171906e-06,G,metabolic
dgoD,43,shift,5.0,9.501080582199704e-06,M,other
dgoK,58,shift,5.0,1.2815411017850765e-05,G,metabolic
dgoR,219,shift,5.0,4.838922436050547e-05,K,other
dgoT,53,shift,5.0,1.1710634205967077e-05,G,metabolic
dgt,521,shift,5.0,0.0001151177437982,F,metabolic
dhaK,603,shift,5.0,0.0001332360835131,G,metabolic
dhaL,303,shift,5.0,6.69494748001514e-05,R,other
dhaM,338,shift,5.0,7.468291248333721e-05,G,metabolic
dhaR,277,shift,5.0,6.120463537835623e-05,K,other
diaA,315,shift,5.0,6.960093914867225e-05,G,metabolic
dicA,254,shift,5.0,5.612266204369128e-05,K,other
dicB,4,shift,5.0,8.838214495069491e-07,S,other
dicC,3,shift,5.0,6.628660871302119e-07,S,other
dinB,167,shift,5.0,3.689954551691513e-05,L,other
dinD,134,shift,5.0,2.96080185584828e-05,S,other
dinF,74,shift,5.0,1.635069681587856e-05,V,other
dinG,166,shift,5.0,3.667859015453839e-05,L,other
dinI,104,shift,5.0,2.297935768718068e-05,S,other
dinJ,1863,shift,5.0,0.0004116398401078,V,other
dinQ,2960,shift,5.0,0.0006540278726351,S,other
djlA,196,shift,5.0,4.3307251025840506e-05,O,other
djlB,7,shift,5.0,1.546687536637161e-06,K,other
djlC,59,shift,5.0,1.30363663802275e-05,S,other
dkgA,2371,shift,5.0,0.0005238851641952,Q,other
dkgB,54,shift,5.0,1.1931589568343811e-05,Q,other
dksA,13251,shift,5.0,0.0029278795068541,J,ribosomal
dld,1483,shift,5.0,0.0003276768024047,C,metabolic
dmlA,97,shift,5.0,2.143267015054352e-05,C,metabolic
dmlR,1828,shift,5.0,0.0004039064024246,K,other
dmsA,214,shift,5.0,4.728444754862178e-05,C,metabolic
dmsB,37,shift,5.0,8.17534840793928e-06,C,metabolic
dmsC,179,shift,5.0,3.955100986543598e-05,C,metabolic
dmsD,114,shift,5.0,2.518891131094805e-05,O,other
dnaA,1256,shift,5.0,0.0002775199351451,L,other
dnaB,351,shift,5.0,7.755533219423479e-05,L,other
dnaC,171,shift,5.0,3.778336696642208e-05,L,other
dnaE,541,shift,5.0,0.0001195368510458,L,other
dnaG,698,shift,5.0,0.0001542268429389,L,other
dnaJ,1660,shift,5.0,0.0003667859015453,O,other
dnaK,34314,shift,5.0,0.0075818623045953,O,other
dnaN,427,shift,5.0,9.434793973486682e-05,L,other
dnaQ,495,shift,5.0,0.0001093729043764,L,other
dnaT,179,shift,5.0,3.955100986543598e-05,S,other
dnaX,381,shift,5.0,8.418399306553691e-05,L,other
dosC,1372,shift,5.0,0.0003031507571808,T,other
dosP,563,shift,5.0,0.0001243978690181,T,other
dpiA,63,shift,5.0,1.392018782973445e-05,K,other
dpiB,229,shift,5.0,5.059877798427284e-05,T,other
dppA,1572,shift,5.0,0.0003473418296562,E,metabolic
dppB,56,shift,5.0,1.2373500293097289e-05,E,metabolic
dppC,59,shift,5.0,1.30363663802275e-05,E,metabolic
dppD,73,shift,5.0,1.612974145350182e-05,E,metabolic
dppF,75,shift,5.0,1.6571652178255297e-05,E,metabolic
dps,12400,shift,5.0,0.0027398464934715,P,metabolic
dsbA,587,shift,5.0,0.0001297007977151,O,other
dsbB,361,shift,5.0,7.976488581800217e-05,O,other
dsbC,289,shift,5.0,6.385609972687707e-05,O,other
dsbD,146,shift,5.0,3.225948290700364e-05,O,other
dsbG,183,shift,5.0,4.043483131494292e-05,O,other
dsdA,169,shift,5.0,3.734145624166861e-05,E,metabolic
dsdC,135,shift,5.0,2.982897392085953e-05,K,other
dsdX,42,shift,5.0,9.280125219822966e-06,G,metabolic
dsrB,1048,shift,5.0,0.0002315612197708,S,other
dtd,560,shift,5.0,0.0001237350029309,J,ribosomal
dtpA,153,shift,5.0,3.3806170443640804e-05,E,metabolic
dtpB,437,shift,5.0,9.65574933586342e-05,E,metabolic
dtpC,46,shift,5.0,1.0163946669329916e-05,E,metabolic
dtpD,39,shift,5.0,8.617259132692754e-06,E,metabolic
dusA,216,shift,5.0,4.772635827337525e-05,J,ribosomal
dusB,336,shift,5.0,7.424100175858373e-05,J,ribosomal
dusC,51,shift,5.0,1.1268723481213602e-05,J,ribosomal
dut,282,shift,5.0,6.230941219023991e-05,F,metabolic
dxr,275,shift,5.0,6.0762724653602754e-05,I,other
dxs,133,shift,5.0,2.9387063196106055e-05,H,metabolic
eaeH,2,shift,5.0,4.419107247534746e-07,S,other
eamA,536,shift,5.0,0.0001184320742339,G,metabolic
eamB,164,shift,5.0,3.623667942978492e-05,E,metabolic
ebgA,43,shift,5.0,9.501080582199704e-06,G,metabolic
ebgC,5,shift,5.0,1.1047768118836864e-06,G,metabolic
ebgR,78,shift,5.0,1.7234518265385507e-05,K,other
ecnA,51,shift,5.0,1.1268723481213602e-05,S,other
ecnB,2130,shift,5.0,0.0004706349218624,S,other
eco,87,shift,5.0,1.9223116526776145e-05,O,other
ecpA,59,shift,5.0,1.30363663802275e-05,S,other
ecpB,6,shift,5.0,1.3257321742604238e-06,W,other
ecpC,79,shift,5.0,1.7455473627762245e-05,N,other
ecpD,52,shift,5.0,1.148967884359034e-05,S,other
ecpE,59,shift,5.0,1.30363663802275e-05,W,other
ecpR,3,shift,5.0,6.628660871302119e-07,K,other
eda,217,shift,5.0,4.794731363575199e-05,G,metabolic
edd,325,shift,5.0,7.181049277243963e-05,E,metabolic
efeB,31,shift,5.0,6.849616233678856e-06,P,metabolic
efeO,6,shift,5.0,1.3257321742604238e-06,P,metabolic
efeU_1,25,shift,5.0,5.523884059418432e-06,S,other
efp,851,shift,5.0,0.0001880330133826,J,ribosomal
elaA,478,shift,5.0,0.000105616663216,R,other
elaB,3600,shift,5.0,0.0007954393045562,J,ribosomal
elaD,2,shift,5.0,4.419107247534746e-07,O,other
elbB,561,shift,5.0,0.0001239559582933,Q,other
elfA,27,shift,5.0,5.965794784171906e-06,N,other
elfC,110,shift,5.0,2.4305089861441105e-05,N,other
elfD,2,shift,5.0,4.419107247534746e-07,W,other
elfG,59,shift,5.0,1.30363663802275e-05,N,other
elyC,32,shift,5.0,7.070571596055593e-06,R,other
emrA,72,shift,5.0,1.5908786091125086e-05,V,other
emrB,70,shift,5.0,1.546687536637161e-05,G,metabolic
emrD,5,shift,5.0,1.1047768118836864e-06,G,metabolic
emrE,40,shift,5.0,8.838214495069492e-06,V,other
emrK,28,shift,5.0,6.186750146548644e-06,V,other
emrY,21,shift,5.0,4.640062609911483e-06,G,metabolic
emtA,132,shift,5.0,2.9166107833729323e-05,M,other
endA,30,shift,5.0,6.628660871302119e-06,L,other
eno,4696,shift,5.0,0.0010376063817211,G,metabolic
entA,57,shift,5.0,1.2594455655474023e-05,I,other
entB,40,shift,5.0,8.838214495069492e-06,Q,other
entC,25,shift,5.0,5.523884059418432e-06,H,metabolic
entD,16,shift,5.0,3.5352857980277964e-06,Q,other
entE,15,shift,5.0,3.3143304356510597e-06,Q,other
entF,134,shift,5.0,2.96080185584828e-05,Q,other
entH,40,shift,5.0,8.838214495069492e-06,Q,other
entS,19,shift,5.0,4.198151885158009e-06,G,metabolic
envC,229,shift,5.0,5.059877798427284e-05,D,other
envR,1,shift,5.0,2.209553623767373e-07,K,other
envY,29,shift,5.0,6.4077055089253815e-06,K,other
envZ,542,shift,5.0,0.0001197578064081,T,other
epd,1351,shift,5.0,0.0002985106945709,G,metabolic
epmA,296,shift,5.0,6.540278726351423e-05,J,ribosomal
epmB,133,shift,5.0,2.9387063196106055e-05,E,metabolic
epmC,50,shift,5.0,1.1047768118836864e-05,J,ribosomal
eptA,232,shift,5.0,5.126164407140305e-05,M,other
eptB,296,shift,5.0,6.540278726351423e-05,M,other
eptC,199,shift,5.0,4.397011711297072e-05,M,other
era,747,shift,5.0,0.0001650536556954,J,ribosomal
erpA,1757,shift,5.0,0.0003882185716959,O,other
essD,7,shift,5.0,1.546687536637161e-06,S,other
essQ,2,shift,5.0,4.419107247534746e-07,S,other
etk,207,shift,5.0,4.573776001198462e-05,D,other
etp,22,shift,5.0,4.86101797228822e-06,T,other
ettA,901,shift,5.0,0.0001990807815014,R,other
eutA,26,shift,5.0,5.744839421795169e-06,E,metabolic
eutB,246,shift,5.0,5.435501914467737e-05,E,metabolic
eutC,152,shift,5.0,3.358521508126407e-05,E,metabolic
eutD,88,shift,5.0,1.944407188915288e-05,C,metabolic
eutE,6,shift,5.0,1.3257321742604238e-06,C,metabolic
eutG,35,shift,5.0,7.733437683185805e-06,C,metabolic
eutH,41,shift,5.0,9.05916985744623e-06,E,metabolic
eutJ,10,shift,5.0,2.209553623767373e-06,E,metabolic
eutK,226,shift,5.0,4.9935911897142624e-05,Q,other
eutL,135,shift,5.0,2.982897392085953e-05,E,metabolic
eutM,174,shift,5.0,3.844623305355229e-05,Q,other
eutN,4,shift,5.0,8.838214495069491e-07,Q,other
eutP,84,shift,5.0,1.856025043964593e-05,E,metabolic
eutQ,117,shift,5.0,2.5851777398078264e-05,E,metabolic
eutR,99,shift,5.0,2.187458087529699e-05,K,other
eutS,43,shift,5.0,9.501080582199704e-06,E,metabolic
eutT,74,shift,5.0,1.635069681587856e-05,E,metabolic
evgA,45,shift,5.0,9.942991306953178e-06,T,other
evgS,80,shift,5.0,1.7676428990138983e-05,T,other
exbB,478,shift,5.0,0.000105616663216,U,other
exbD,200,shift,5.0,4.419107247534746e-05,U,other
exoX,205,shift,5.0,4.529584928723114e-05,L,other
exuR,721,shift,5.0,0.0001593088162736,K,other
exuT,364,shift,5.0,8.042775190513238e-05,G,metabolic
fabA,1139,shift,5.0,0.0002516681577471,I,other
fabB,6276,shift,5.0,0.0013867158542764,I,other
fabD,1268,shift,5.0,0.0002801713994937,I,other
fabF,1087,shift,5.0,0.0002401784789035,I,other
fabG,3434,shift,5.0,0.0007587607144017,I,other
fabH,837,shift,5.0,0.0001849396383093,I,other
fabI,2323,shift,5.0,0.0005132793068011,I,other
fabR,672,shift,5.0,0.0001484820035171,K,other
fabZ,384,shift,5.0,8.484685915266712e-05,I,other
fadA,2042,shift,5.0,0.0004511908499732,I,other
fadB,7087,shift,5.0,0.0015659106531639,I,other
fadD,7568,shift,5.0,0.0016721901824671,I,other
fadE,2211,shift,5.0,0.0004885323062149,I,other
fadH,2095,shift,5.0,0.0004629014841792,I,other
fadI,1584,shift,5.0,0.0003499932940047,I,other
fadJ,3330,shift,5.0,0.0007357813567145,I,other
fadK,31,shift,5.0,6.849616233678856e-06,I,other
fadL,7507,shift,5.0,0.0016587119053621,I,other
fadM,342,shift,5.0,7.556673393284415e-05,I,other
fadR,350,shift,5.0,7.733437683185805e-05,K,other
fau,155,shift,5.0,3.424808116839428e-05,H,metabolic
fbaA,1872,shift,5.0,0.0004136284383692,G,metabolic
fbaB,1839,shift,5.0,0.0004063369114108,G,metabolic
fbp,800,shift,5.0,0.0001767642899013,G,metabolic
fcl,0,shift,5.0,0.0,M,other
fdhD,243,shift,5.0,5.369215305754716e-05,C,metabolic
fdhE,480,shift,5.0,0.0001060585739408,C,metabolic
fdhF,174,shift,5.0,3.844623305355229e-05,R,other
fdnG,88,shift,5.0,1.944407188915288e-05,C,metabolic
fdnH,10,shift,5.0,2.209553623767373e-06,C,metabolic
fdnI,50,shift,5.0,1.1047768118836864e-05,C,metabolic
fdoG,4767,shift,5.0,0.0010532942124499,C,metabolic
fdoH,1370,shift,5.0,0.0003027088464561,C,metabolic
fdoI,1468,shift,5.0,0.000324362471969,C,metabolic
fdrA,7,shift,5.0,1.546687536637161e-06,C,metabolic
fdx,93,shift,5.0,2.0548848701036566e-05,C,metabolic
feaB,650,shift,5.0,0.0001436209855448,C,metabolic
feaR,629,shift,5.0,0.0001389809229349,K,other
fecA,73,shift,5.0,1.612974145350182e-05,P,metabolic
fecB,54,shift,5.0,1.1931589568343811e-05,P,metabolic
fecC,5,shift,5.0,1.1047768118836864e-06,P,metabolic
fecD,20,shift,5.0,4.419107247534746e-06,P,metabolic
fecE,31,shift,5.0,6.849616233678856e-06,P,metabolic
fecI,35,shift,5.0,7.733437683185805e-06,K,other
fecR,4,shift,5.0,8.838214495069491e-07,P,metabolic
feoA,274,shift,5.0,6.054176929122602e-05,P,metabolic
feoB,1260,shift,5.0,0.0002784037565946,P,metabolic
feoC,50,shift,5.0,1.1047768118836864e-05,S,other
fepA,154,shift,5.0,3.4027125806017545e-05,P,metabolic
fepB,28,shift,5.0,6.186750146548644e-06,P,metabolic
fepC,16,shift,5.0,3.5352857980277964e-06,P,metabolic
fepD,55,shift,5.0,1.2152544930720553e-05,P,metabolic
fepE,3,shift,5.0,6.628660871302119e-07,M,other
fepG,32,shift,5.0,7.070571596055593e-06,P,metabolic
fes,43,shift,5.0,9.501080582199704e-06,P,metabolic
fetA,73,shift,5.0,1.612974145350182e-05,P,metabolic
fetB,58,shift,5.0,1.2815411017850765e-05,P,metabolic
ffh,721,shift,5.0,0.0001593088162736,U,other
fhlA,195,shift,5.0,4.308629566346377e-05,T,other
fhuA,892,shift,5.0,0.00019709218324,P,metabolic
fhuB,23,shift,5.0,5.081973334664958e-06,P,metabolic
fhuC,54,shift,5.0,1.1931589568343811e-05,P,metabolic
fhuD,16,shift,5.0,3.5352857980277964e-06,P,metabolic
fhuE,93,shift,5.0,2.0548848701036566e-05,P,metabolic
fhuF,834,shift,5.0,0.0001842767722221,P,metabolic
fic,1441,shift,5.0,0.0003183966771848,T,other
fieF,559,shift,5.0,0.0001235140475685,P,metabolic
fimA,40,shift,5.0,8.838214495069492e-06,N,other
fimB,64,shift,5.0,1.4141143192111186e-05,L,other
fimC,8,shift,5.0,1.7676428990138982e-06,W,other
fimD,70,shift,5.0,1.546687536637161e-05,N,other
fimE,24,shift,5.0,5.302928697041695e-06,L,other
fimF,10,shift,5.0,2.209553623767373e-06,N,other
fimG,27,shift,5.0,5.965794784171906e-06,N,other
fimH,67,shift,5.0,1.4804009279241398e-05,N,other
fimI,8,shift,5.0,1.7676428990138982e-06,N,other
fimZ,7,shift,5.0,1.546687536637161e-06,T,other
fis,138,shift,5.0,3.0491840007989744e-05,K,other
fiu,25,shift,5.0,5.523884059418432e-06,P,metabolic
fixA,9,shift,5.0,1.988598261390636e-06,C,metabolic
fixB,22,shift,5.0,4.86101797228822e-06,C,metabolic
fixC,55,shift,5.0,1.2152544930720553e-05,C,metabolic
fixX,10,shift,5.0,2.209553623767373e-06,C,metabolic
fklB,251,shift,5.0,5.545979595656106e-05,O,other
fkpA,483,shift,5.0,0.0001067214400279,O,other
fkpB,61,shift,5.0,1.3478277104980975e-05,O,other
fldA,697,shift,5.0,0.0001540058875765,C,metabolic
fldB,304,shift,5.0,6.717043016252814e-05,C,metabolic
flgA,262,shift,5.0,5.789030494270517e-05,N,other
flgB,150,shift,5.0,3.314330435651059e-05,N,other
flgC,127,shift,5.0,2.806133102184564e-05,N,other
flgD,295,shift,5.0,6.518183190113751e-05,N,other
flgE,360,shift,5.0,7.954393045562542e-05,N,other
flgF,159,shift,5.0,3.513190261790123e-05,N,other
flgG,235,shift,5.0,5.192451015853326e-05,N,other
flgH,46,shift,5.0,1.0163946669329916e-05,N,other
flgI,76,shift,5.0,1.6792607540632035e-05,N,other
flgJ,68,shift,5.0,1.5024964641618136e-05,M,other
flgK,22242,shift,5.0,0.0049144891699833,N,other
flgL,29161,shift,5.0,0.006443279322268,N,other
flgM,7620,shift,5.0,0.0016836798613107,K,other
flgN,12030,shift,5.0,0.0026580930093921,N,other
flhA,108,shift,5.0,2.3863179136687622e-05,N,other
flhB,161,shift,5.0,3.55738133426547e-05,N,other
flhC,548,shift,5.0,0.0001210835385824,S,other
flhD,341,shift,5.0,7.534577857046742e-05,S,other
flhE,11,shift,5.0,2.43050898614411e-06,S,other
fliA,12653,shift,5.0,0.0027957482001528,K,other
fliC,360560,shift,5.0,0.0796676654585564,N,other
fliD,11594,shift,5.0,0.0025617564713958,N,other
fliE,36,shift,5.0,7.954393045562543e-06,N,other
fliF,204,shift,5.0,4.507489392485441e-05,N,other
fliG,119,shift,5.0,2.6293688122831737e-05,N,other
fliH,47,shift,5.0,1.0384902031706652e-05,N,other
fliI,35,shift,5.0,7.733437683185805e-06,N,other
fliJ,10,shift,5.0,2.209553623767373e-06,N,other
fliK,37,shift,5.0,8.17534840793928e-06,N,other
fliL,95,shift,5.0,2.099075942579004e-05,N,other
fliM,98,shift,5.0,2.1653625512920253e-05,N,other
fliN,47,shift,5.0,1.0384902031706652e-05,N,other
fliO,24,shift,5.0,5.302928697041695e-06,N,other
fliP,9,shift,5.0,1.988598261390636e-06,N,other
fliQ,0,shift,5.0,0.0,N,other
fliR,1,shift,5.0,2.209553623767373e-07,N,other
fliS,2273,shift,5.0,0.0005022315386823,N,other
fliT,2564,shift,5.0,0.0005665295491339,S,other
fliZ,2788,shift,5.0,0.0006160235503063,S,other
flk,110,shift,5.0,2.4305089861441105e-05,S,other
flu,73,shift,5.0,1.612974145350182e-05,M,other
flxA,19340,shift,5.0,0.004273276708366,S,other
fmt,784,shift,5.0,0.0001732290041033,J,ribosomal
fnr,2034,shift,5.0,0.0004494232070742,T,other
focA,411,shift,5.0,9.081265393683904e-05,P,metabolic
focB,39,shift,5.0,8.617259132692754e-06,P,metabolic
folA,350,shift,5.0,7.733437683185805e-05,H,metabolic
folB,106,shift,5.0,2.3421268411934157e-05,H,metabolic
folC,308,shift,5.0,6.805425161203509e-05,H,metabolic
folD,203,shift,5.0,4.485393856247767e-05,H,metabolic
folE,522,shift,5.0,0.0001153386991606,H,metabolic
folK,45,shift,5.0,9.942991306953178e-06,H,metabolic
folM,175,shift,5.0,3.866718841592903e-05,I,other
folP,183,shift,5.0,4.043483131494292e-05,H,metabolic
folX,531,shift,5.0,0.000117327297422,H,metabolic
fpr,1122,shift,5.0,0.0002479119165866,C,metabolic
frc,14,shift,5.0,3.093375073274322e-06,I,other
frdA,2072,shift,5.0,0.0004578195108445,C,metabolic
frdB,735,shift,5.0,0.0001624021913469,C,metabolic
frdC,294,shift,5.0,6.496087653876077e-05,C,metabolic
frdD,498,shift,5.0,0.0001100357704636,C,metabolic
fre,865,shift,5.0,0.0001911263884558,H,metabolic
frlA,8,shift,5.0,1.7676428990138982e-06,E,metabolic
frlB,39,shift,5.0,8.617259132692754e-06,M,other
frlC,53,shift,5.0,1.1710634205967077e-05,G,metabolic
frlD,75,shift,5.0,1.6571652178255297e-05,G,metabolic
frlR,272,shift,5.0,6.0099858566472544e-05,K,other
frmA,476,shift,5.0,0.0001051747524913,R,other
frmB,27,shift,5.0,5.965794784171906e-06,V,other
frmR,155,shift,5.0,3.424808116839428e-05,K,other
frr,4111,shift,5.0,0.0009083474947307,J,ribosomal
frsA,471,shift,5.0,0.0001040699756794,T,other
fruA,1619,shift,5.0,0.0003577267316879,G,metabolic
fruB,230,shift,5.0,5.0819733346649576e-05,T,other
fruK,478,shift,5.0,0.000105616663216,G,metabolic
frvA,1,shift,5.0,2.209553623767373e-07,G,metabolic
frvB,10,shift,5.0,2.209553623767373e-06,G,metabolic
frvR,26,shift,5.0,5.744839421795169e-06,G,metabolic
frvX,25,shift,5.0,5.523884059418432e-06,E,metabolic
frwB,17,shift,5.0,3.756241160404534e-06,G,metabolic
frwC,42,shift,5.0,9.280125219822966e-06,G,metabolic
frwD,39,shift,5.0,8.617259132692754e-06,G,metabolic
fryA,78,shift,5.0,1.7234518265385507e-05,G,metabolic
fryB,5,shift,5.0,1.1047768118836864e-06,G,metabolic
fryC,14,shift,5.0,3.093375073274322e-06,G,metabolic
fsaA,63,shift,5.0,1.392018782973445e-05,G,metabolic
fsaB,64,shift,5.0,1.4141143192111186e-05,G,metabolic
fsr,28,shift,5.0,6.186750146548644e-06,P,metabolic
ftnA,178,shift,5.0,3.933005450305924e-05,P,metabolic
ftnB,1032,shift,5.0,0.0002280259339727,P,metabolic
ftp,8,shift,5.0,1.7676428990138982e-06,H,metabolic
ftsA,2819,shift,5.0,0.00062287316654,D,other
ftsB,547,shift,5.0,0.00012086258322,D,other
ftsE,309,shift,5.0,6.827520697441182e-05,D,other
ftsH,7115,shift,5.0,0.0015720974033104,O,other
ftsI,5452,shift,5.0,0.0012046486356779,D,other
ftsK,2059,shift,5.0,0.0004549470911337,P,metabolic
ftsL,343,shift,5.0,7.578768929522089e-05,D,other
ftsN,533,shift,5.0,0.0001177692081468,D,other
ftsP,287,shift,5.0,6.34141890021236e-05,D,other
ftsQ,1192,shift,5.0,0.000263378791953,D,other
ftsW,525,shift,5.0,0.0001160015652477,D,other
ftsX,634,shift,5.0,0.0001400856997468,D,other
ftsY,830,shift,5.0,0.0001833929507726,U,other
ftsZ,5451,shift,5.0,0.0012044276803155,D,other
fucA,394,shift,5.0,8.70564127764345e-05,G,metabolic
fucI,116,shift,5.0,2.563082203570153e-05,G,metabolic
fucK,191,shift,5.0,4.220247421395682e-05,G,metabolic
fucO,3493,shift,5.0,0.0007717970807819,C,metabolic
fucP,94,shift,5.0,2.0769804063413304e-05,G,metabolic
fucR,820,shift,5.0,0.0001811833971489,K,other
fucU,595,shift,5.0,0.0001314684406141,G,metabolic
fumA,6104,shift,5.0,0.0013487115319476,C,metabolic
fumB,37,shift,5.0,8.17534840793928e-06,C,metabolic
fumC,844,shift,5.0,0.0001864863258459,C,metabolic
fur,3997,shift,5.0,0.0008831585834198,P,metabolic
fusA,4110,shift,5.0,0.0009081265393683,J,ribosomal
