,,,downshift,downshift,downshift,downshift,downshift,downshift,downshift,downshift,upshift,upshift,upshift,upshift,upshift,upshift,upshift,upshift
ilvM,amino acid synthesis,C up,"0,012687135",0,"0,013291867",0,0,"0,010328445",0,"0,009833809",0,0,"0,011574074",0,"0,009859988","0,016325825",0,0
ilvN,amino acid synthesis,C up,0,0,"0,013291867","0,016626645","0,027006502","0,033447884","0,023331049","0,022091715","0,02098838","0,021336058","0,023310659","0,011724992","0,029579965","0,011139103","0,009934433",0
ispF,,C up,"0,012687135",0,0,"0,013083868","0,015919177","0,016723942","0,011665525","0,019667617","0,0106929","0,015479885","0,011574074","0,012211503","0,015430887","0,011139103",0,"0,01068346"
ivy,,C up,"0,015403574","0,017537706","0,014753615","0,021669001","0,020751028","0,024350715","0,023331049","0,017174811","0,02118709","0,016524201","0,011736585","0,017830744","0,015430887","0,011139103","0,011088666","0,01068346"
katG,,C up,"0,054823199","0,05075147","0,100419877","0,305821551","0,313853333","0,339164822","0,305340422","0,250418576","0,231070892","0,206460088","0,187947869","0,142159437","0,15334751","0,11734341","0,112391176","0,110999684"
thrB,amino acid synthesis,C up,"0,033076057","0,030823212","0,026583734","0,034752869","0,02217465","0,017955217","0,016739091","0,015962762","0,01584064","0,021336058","0,02347317","0,017344232","0,015430887","0,016325825","0,022177332","0,02136692"
pykA,Glycolysis,C up,"0,067510334","0,074931929","0,101881624","0,11284374","0,164886255","0,136254087","0,138467903","0,137467194","0,089299971","0,112536461","0,093892679","0,088180695","0,086693969","0,095830863","0,087555094","0,085467679"
lacY,,C up,0,0,0,0,0,"0,010328445",0,"0,011045857","0,01029548",0,0,0,"0,009859988",0,0,0
lamB,Catabolic,C up,0,0,"0,045790661","0,248856059","0,507730697","0,443202301","0,485396857","0,354679489","0,03682902","0,048528288","0,035047244","0,041767239","0,045651756","0,016325825","0,011088666",0
fadD,,C up,0,0,0,"0,028210935","0,033261975","0,03467916","0,028404616","0,04418343","0,025937411","0,010668029",0,"0,011724992","0,009859988","0,010373444",0,0
ldhA,,C up,"0,015403574",0,"0,014753615","0,018126223","0,027006502","0,017955217","0,029923007","0,033137572","0,02633483","0,010668029","0,02347317","0,029555735","0,025611327","0,011139103","0,022177332","0,02215135"
livG,Catabolic,C up,0,"0,015411606","0,019206927","0,01158429","0,02217465","0,041074657","0,016739091","0,015962762","0,03128386","0,019247426","0,011736585","0,022476961","0,020360881","0,020746888","0,017210115","0,02215135"
livJ,Catabolic,C up,"0,529648811","0,460222073","0,475583719","0,448788138","0,512864199","0,36180602","0,482360075","0,365587928","0,399574063","0,40411591","0,377195824","0,34537639","0,308297281","0,335877297","0,403004957","0,426553966"
lldD,,C up,0,0,0,"0,016626645","0,02217465","0,012790995",0,0,"0,01029548",0,0,0,0,0,"0,012242899",0
lpp,,C up,"0,063883205","0,099112388","0,072374395","0,068006159","0,076187654","0,090015208","0,056809232","0,063851047","0,083754811","0,092879311","0,070094488","0,092826912","0,07523172","0,080097807","0,054289096","0,058366814"
lptB,,C up,"0,028090709","0,022054359","0,023660239","0,031753713","0,035246583","0,027052387","0,026886225","0,036842428","0,03682902","0,034727311","0,040996792","0,034688464","0,051222654","0,03936969","0,053134863","0,04194941"
lpxA,,C up,"0,015403574",0,"0,011830119","0,010084712","0,009663703","0,010328445","0,010147133","0,011045857","0,01049419",0,0,0,"0,01018044","0,010373444","0,016055882","0,01979806"
lrp,,C up,"0,042136063","0,037465964","0,038413854","0,028210935","0,038093827","0,028283662","0,04007014","0,034349621","0,05247095","0,03095977","0,035372265","0,034688464","0,040721761","0,03936969","0,033265998","0,03205038"
malE,Catabolic,C up,0,0,"0,045790661","0,195433345","0,464805018","0,47788146","0,48032329","0,371923008","0,068112881","0,084299915","0,070094488","0,086721161","0,086693969","0,037072713","0,039387447","0,03126595"
malF,Catabolic,C up,0,0,0,"0,013083868","0,017342799","0,020656889","0,016739091","0,009833809",0,0,0,0,0,0,0,0
malK,,C up,0,0,0,"0,021669001","0,074764032","0,086082261","0,050217274","0,076108954","0,01029548",0,0,0,0,0,0,0
malM,,C up,0,0,"0,019206927","0,023168579","0,066523951","0,057798599","0,083177063","0,067487194","0,02098838","0,010668029","0,011736585","0,011238481",0,0,0,0
malQ,Catabolic,C up,0,0,0,0,"0,009663703","0,01155972","0,011665525","0,009833809",0,0,0,0,0,0,0,0
malT,,C up,0,0,"0,014753615","0,023168579","0,02217465","0,01155972","0,011665525","0,009833809",0,0,0,"0,024423006","0,010500893",0,0,0
maeA,,C up,"0,07657034","0,061910875","0,070912647","0,078090871","0,087274979","0,057798599","0,060364407","0,063851047","0,094646421","0,084299915","0,076206546","0,082074943","0,08240488","0,072786999","0,064223529","0,073999789"
maeB,TCA,C up,"0,075212121","0,028697111","0,066459335","0,119385674","0,180805431","0,230955276","0,224681748","0,188991626","0,209486382","0,165876605","0,129264944","0,135080662","0,132345725","0,089112824","0,124283792","0,097719999"
aceB,TCA,C up,0,0,"0,011830119","0,051379514","0,0443493","0,028283662","0,029923007","0,028220668","0,01564193","0,02719223","0,023310659","0,017344232","0,015110434","0,010373444","0,009934433","0,01979806"
glcB,TCA,C up,0,0,"0,039875601","0,149639808","0,160054403","0,137485363","0,138467903","0,142384099","0,073459331","0,073631886","0,088105642","0,092826912","0,070622178","0,056461174","0,033265998","0,03205038"
tsr,motility,C up,"0,223367452","0,224795786","0,256998786","0,210560412","0,174549958","0,194052687","0,238384057","0,247925769","0,336012793","0,323808405","0,32299985","0,357368997","0,316234556","0,35279589","0,324230062","0,319719367"
NA,,C up,"0,063883205","0,061646423","0,060544276","0,052879092","0,04775753","0,046238879","0,046662098","0,028220668","0,15345737","0,187212662","0,152738114","0,189059404","0,147456159","0,174570243","0,135722741","0,123252004"
NA,,C up,0,0,0,0,0,0,0,"0,039335235","0,05247095",0,"0,046296296",0,0,0,0,0
tar,motility,C up,"0,160842466","0,151989958","0,175785836","0,180849899","0,166870862","0,219873798","0,200350702","0,229607618","0,388285034","0,403296463","0,404830923","0,361042192","0,314632295","0,391992689","0,284842615","0,301733102"
trg,motility,C up,0,0,0,"0,020169423","0,017342799","0,090015208","0,099916154","0,120292384","0,146521242","0,148308087","0,152738114","0,146805654","0,111664392","0,061647896","0,054289096","0,073999789"
tap,motility,C up,"0,059808547","0,096986287","0,076827707","0,097716672","0,106041399","0,127156918","0,133394337","0,133831048","0,230474763","0,207504404","0,228619639","0,211049854","0,193428367","0,214532701","0,183540104","0,186568333"
NA,,C up,"0,028090709","0,037465964","0,032498794","0,028210935","0,033261975","0,039843382","0,021812658","0,036773719",0,"0,052295828","0,047596383","0,052519208","0,045651756","0,043790753","0,043200431","0,036999895"
mdh,TCA,C up,"0,557963284","0,541796755","0,601890491","0,59236399","0,589030695","0,617829374","0,71289298","0,620489156","0,773896842","0,759948409","0,695270771","0,705445559","0,595075083","0,566266548","0,564140896","0,508099495"
metA,amino acid synthesis,C up,"0,063883205","0,05075147","0,066459335","0,052879092","0,061692099","0,070589594","0,099916154","0,078533051","0,057419981","0,064008173","0,070419509","0,064730711","0,071263083","0,07202134","0,061564779","0,081302594"
metB,amino acid synthesis,C up,"0,062524985","0,05500367","0,044328913","0,046337158","0,066523951","0,079686764","0,066956365","0,054017239","0,052272241","0,058152001","0,076206546","0,070836463","0,061403094","0,050508793","0,05544333","0,069834704"
metQ,Catabolic,C up,"0,497483445","0,559598913","0,484490343","0,43570427","0,426711191","0,400896368","0,435697977","0,429576393","0,524908215","0,509976751","0,487149528","0,511253426","0,52080472","0,519116775","0,559750797","0,519567385"
mglA,Catabolic,C up,0,0,"0,011830119","0,021669001","0,042925678","0,037380831","0,033478182","0,047888285","0,04197676","0,041627799","0,035209755","0,046899968","0,020360881","0,021512547","0,009934433","0,00989903"
mgsA,,C up,0,0,0,"0,010084712","0,009663703","0,02311944","0,013183916","0,019667617","0,01564193","0,010668029","0,023310659","0,011238481","0,020681333","0,010373444",0,0
mhpR,,C up,0,0,0,0,0,"0,012790995",0,"0,009833809",0,0,0,0,0,0,0,0
minD,,C up,"0,020388922","0,022054359","0,032498794","0,043338002","0,088698601","0,079686764","0,043625316","0,074896905","0,03663031","0,036815943","0,04710885","0,041280727","0,035150863","0,038604031","0,037078981","0,01068346"
minE,,C up,"0,02673249","0,037465964","0,025121987","0,033253291","0,033261975","0,021888164","0,023331049","0,027008619","0,03148257","0,026147914","0,029422718","0,040307705","0,025290875","0,033417309","0,016055882","0,026316435"
moaC,,C up,0,0,"0,011830119","0,010084712","0,009663703","0,020656889",0,"0,019667617","0,020590961","0,010668029","0,017523622","0,011724992","0,015110434","0,016325825","0,009934433","0,01068346"
modA,,C up,0,0,"0,014753615","0,010084712","0,009663703",0,"0,018257482","0,027008619","0,01584064","0,025103598","0,017523622","0,011724992","0,01018044","0,011904762","0,012242899",0
modC,,C up,0,0,0,"0,020169423","0,009663703","0,010328445","0,020294267","0,009833809","0,02078967","0,020291742","0,011736585","0,022476961","0,025611327","0,016325825","0,019868865","0,01068346"
motA,motility,C up,0,0,0,0,0,"0,01155972","0,021812658","0,023303764","0,03682902","0,028236546","0,023635681","0,029555735","0,035471315","0,022278206","0,022177332","0,016417405"
msrB,,C up,"0,028090709","0,015411606","0,020668674","0,039795225","0,065100329","0,052634377","0,073548323","0,055229287","0,03168128","0,043716431","0,041159302","0,040794216","0,030861773","0,022278206","0,038233214","0,036999895"
msrC,,C up,"0,014045354","0,015411606","0,013291867","0,01158429","0,009663703","0,021888164","0,011665525","0,015962762","0,01564193","0,011712345","0,011736585","0,011724992","0,01018044","0,016325825","0,011088666","0,01068346"
mtfA,,C up,0,0,0,"0,010084712","0,011087325","0,01155972","0,011665525","0,019667617","0,020590961","0,019247426","0,011736585",0,"0,009859988","0,011904762","0,009934433",0
mug,,C up,0,0,0,"0,023168579","0,015919177","0,01155972","0,010147133","0,009833809","0,01029548","0,010668029","0,011736585","0,011238481","0,009859988","0,011904762","0,016055882","0,00989903"
mutS,,C up,0,0,0,"0,013083868","0,025021894",0,"0,011665525","0,024515813","0,01029548",0,"0,011899096",0,"0,009859988",0,"0,009934433","0,00989903"
nagD,,C up,"0,015403574",0,"0,011830119","0,01158429","0,011087325","0,010328445",0,"0,009833809",0,"0,010668029","0,011899096","0,012211503","0,01018044","0,023809524","0,021023099","0,02293578"
nanA,,C up,0,0,0,0,"0,009663703",0,0,0,"0,0106929",0,0,"0,012211503",0,0,0,0
narP,,C up,0,0,0,0,0,0,0,0,"0,01029548",0,0,0,0,"0,011904762","0,012242899","0,00989903"
ndk,nucleotide synthesis,C up,"0,155857118","0,184939269","0,172794272","0,180306278","0,17597358","0,195044841","0,206942659","0,181581915","0,204934772","0,234696634","0,223645156","0,164636398","0,188498373","0,174570243","0,204563203","0,175884873"
nmpC,,C up,"1,797389108","1,603060969","2,124592068","1,812041771","1,82954103","1,619556383","2,1385669","1,896732304","2,78767908","2,728926746","2,626232328","2,717935739","2,155246078","2,049940723","2,357762713","2,278360494"
NA,,C up,"0,285892437","0,332412575","0,304251195","0,272980594","0,331757117","0,339164822","0,348965738","0,322753965","0,397189545","0,349956319","0,38070771","0,353695802","0,31098411","0,253309623","0,263819516","0,249100233"
wrbA,,C up,"0,014045354",0,"0,013291867","0,033253291","0,0443493","0,034063522","0,025108637","0,03067912","0,01049419","0,011016134","0,011736585","0,011724992","0,012805664","0,017091484","0,010703922","0,01146789"
nuoE,,C up,"0,014045354","0,024180459","0,019206927","0,023168579","0,028430124","0,030746213","0,016739091","0,049031625","0,02633483","0,016524201","0,017686133","0,024423006","0,01018044","0,011139103","0,021023099","0,016417405"
nuoF,,C up,"0,070226772","0,074931929","0,073836143","0,073048515","0,106041399","0,125925643","0,121728812","0,117799577","0,126128991","0,12697203","0,07058202","0,11211719","0,096553957","0,094299546","0,070344979","0,096151139"
sucA,TCA,C up,"0,435405988","0,460486525","0,482960526","0,416622091","0,488964276","0,510098069","0,572129095","0,547444679","0,582328196","0,617291632","0,668335294","0,609699579","0,570104661","0,511633076","0,488251585","0,473452891"
sucB,TCA,C up,"0,215665665","0,248976245","0,215661438","0,164223254","0,218899258","0,370628398","0,278454198","0,335149289","0,418376635","0,392218711","0,380545199","0,3493172","0,348821801","0,307300929","0,210684653","0,198036223"
ompC,,C up,"0,036096059","0,048572479","0,038901103","0,044537665","0,046621453","0,043283819","0,02759726","0,034377105","0,01564193","0,014224038","0,019398464","0,014534612","0,027916098","0,021512547","0,027214605","0,03660768"
ompR,,C up,"0,012687135",0,0,"0,039795225","0,056860247","0,059029874","0,043106922","0,034349621","0,03663031","0,032004086","0,02347317","0,040794216","0,030541321","0,023809524","0,028298781","0,015632975"
oppA,Catabolic,C up,"0,160842466","0,167401563","0,166879212","0,251855215","0,292541319","0,237350773","0,29671168","0,2392353","0,194639291","0,223394013","0,211908571","0,194678645","0,184209283","0,136731871","0,187353088","0,192302278"
oppD,Catabolic,C up,0,0,0,"0,01108443","0,011561866","0,01459211","0,023331049","0,024584522","0,01049419","0,015479885",0,"0,011724992","0,025611327","0,011904762",0,"0,01146789"
osmC,,C up,"0,012687135","0,015411606","0,013291867","0,064463382","0,049181152","0,068127044","0,041588531","0,054017239","0,01049419","0,015479885","0,011736585","0,012211503","0,010500893","0,011904762","0,011088666","0,01146789"
osmE,,C up,"0,020388922","0,022054359","0,039875601","0,074548093","0,06993218","0,062962821","0,038551749","0,036842428","0,02098838","0,03095977","0,02347317","0,028582713","0,01018044","0,016325825","0,011088666","0,01068346"
proC,amino acid synthesis,C up,"0,02537427",0,"0,011830119","0,016626645","0,011087325","0,03467916","0,021812658","0,036773719","0,02098838",0,"0,017523622","0,023449984","0,030861773","0,020746888","0,027144548","0,027100865"
pcnB,,C up,0,0,0,0,0,"0,010328445",0,0,0,0,0,0,0,"0,010373444","0,009934433","0,00989903"
pdxH,,C up,"0,015403574","0,015411606",0,"0,01158429","0,011087325","0,021888164","0,013183916","0,015962762","0,01564193","0,020291742","0,02347317","0,017344232","0,024970423","0,03265165","0,022177332","0,015632975"
pdxJ,,C up,"0,021747141","0,013285506","0,026583734","0,016626645","0,011087325","0,021888164","0,020294267","0,02579657","0,02633483","0,020291742","0,017523622","0,023449984","0,020360881","0,016325825","0,028298781","0,01068346"
pdxK,,C up,0,"0,017537706","0,011830119","0,01158429","0,009663703",0,"0,013183916",0,"0,01049419","0,010668029","0,011574074","0,012211503","0,01018044","0,011904762","0,016055882","0,00989903"
pepD,,C up,"0,146797112","0,112397893","0,132918671","0,111344162","0,098362304","0,113134648","0,135431121","0,090859667","0,136027052","0,151441035","0,164312188","0,147778677","0,127095279","0,146339656","0,15142834","0,117518059"
pepQ,,C up,"0,02537427","0,026571011","0,033960541","0,034752869","0,042925678","0,062962821","0,058327623","0,056441336","0,0578174","0,064008173","0,058682924","0,047386479","0,061082642","0,03265165","0,033265998","0,026316435"
pflB,,C up,"0,135923541","0,226213186","0,250109228","0,172264766","0,233545638","0,218283841","0,201609896","0,218493052","0,205133481","0,182400806","0,258313208","0,226358836","0,160902727","0,169000692","0,148542757","0,157384926"
pgm,,C up,"0,04983785","0,022054359","0,039875601","0,049879936","0,054013004","0,057798599","0,063401189","0,045395479","0,03663031","0,049572604","0,029422718","0,035174976","0,025290875","0,027464928","0,038233214","0,03205038"
ybeZ,,C up,"0,014045354","0,022054359","0,026583734","0,038295647","0,02558288","0,012790995","0,018257482","0,011045857","0,01584064","0,010668029","0,017686133","0,012211503","0,025611327","0,017091484","0,016055882","0,026316435"
