,,,downshift,downshift,downshift,downshift,downshift,downshift,downshift,downshift,upshift,upshift,upshift,upshift,upshift,upshift,upshift,upshift
rnt,,C flat,0,0,0,0,0,0,0,0,"0,0106929",0,0,0,0,0,0,"0,00989903"
rob,,C flat,0,0,0,0,0,0,0,0,"0,01029548","0,009623713",0,0,0,"0,010373444",0,0
rpoA,,C flat,"0,516066619","0,471645931","0,413577696","0,397539911","0,34482905","0,47073293","0,381443923","0,408902854","0,482335325","0,5154232","0,533283313","0,539617243","0,535717913","0,5410492","0,540582498","0,53206264"
rpoB,,C flat,"0,916127639","0,966678964","0,850815631","0,835156094","0,729477199","0,732434418","0,763851055","0,686055213","0,692417837","0,662462103","0,751628964","0,781414751","0,763533028","0,768598103","0,892410774","0,865603187"
rpoS,,C flat,0,0,0,"0,01158429",0,0,0,0,0,0,0,0,0,0,0,0
rraA,,C flat,"0,034434276","0,048360918","0,045790661","0,061464226","0,052589382","0,033447884","0,04007014","0,040547283","0,062766431","0,05438446","0,04710885","0,029069224","0,045651756","0,044556412","0,048167647","0,046114495"
rseA,,C flat,"0,012687135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rseP,,C flat,0,0,0,0,0,0,0,0,"0,0106929",0,0,0,0,0,0,0
rsmB,,C flat,0,0,0,0,0,"0,012790995",0,"0,012257906",0,0,0,0,"0,009859988",0,0,0
rsmF,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01146789"
rsmH,,C flat,0,0,0,"0,013083868",0,0,0,0,0,0,0,0,0,0,"0,009934433",0
rspA,,C flat,0,0,0,0,"0,015919177","0,017955217","0,010147133","0,012257906",0,0,0,0,0,0,0,0
rstA,,C flat,0,0,0,0,0,"0,010328445",0,"0,011045857","0,01029548","0,009623713","0,011574074","0,011238481","0,009859988",0,"0,009934433",0
rsuA,,C flat,0,0,0,0,0,0,0,"0,009833809",0,0,0,0,0,"0,010373444",0,0
ruvB,,C flat,0,"0,013285506","0,011830119","0,01158429",0,"0,012790995","0,011665525",0,"0,0106929","0,010668029","0,011899096","0,012211503","0,010500893",0,"0,012242899","0,01146789"
rzpQ,,C flat,0,0,0,0,0,0,0,0,0,0,0,"0,012211503",0,0,0,0
sad,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,"0,009859988",0,0,"0,01146789"
sapA,Catabolic,C flat,0,0,0,0,0,0,0,0,0,0,0,"0,012211503",0,0,0,0
sbcD,,C flat,0,"0,017537706",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01146789"
scpA,,C flat,0,0,0,0,0,"0,010328445",0,0,0,0,0,0,0,0,0,"0,00989903"
dsdA,Catabolic,C flat,0,"0,017537706",0,0,0,0,0,0,0,0,0,0,0,0,0,0
sdaB,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,009934433",0
secA,,C flat,"0,109646397","0,088481886","0,090119574","0,107801384","0,116266088","0,147813807","0,157243779","0,196401337","0,147316081","0,141407599","0,145976012","0,129461422","0,1576366","0,086815847","0,123479842","0,146430719"
secB,,C flat,"0,100586391","0,10362904","0,085666262","0,10125945","0,128777035","0,084850986","0,107026505","0,068767952","0,104743191","0,105635972","0,134564449","0,081588432","0,086693969","0,088347165","0,080279412","0,101100654"
secD,,C flat,"0,02537427","0,030823212","0,023660239","0,038295647","0,015919177","0,041313778",0,"0,030713475","0,03663031","0,061919541","0,046783829","0,046413456","0,045972208","0,060882237","0,032111765","0,037784325"
selD,,C flat,"0,028090709",0,"0,011830119","0,018126223","0,039517449","0,03467916","0,02484944","0,020879666","0,01564193","0,010668029","0,017686133","0,011724992","0,010500893","0,010373444",0,"0,027100865"
yeiG,,C flat,0,0,0,0,"0,012510947",0,"0,010147133","0,012257906",0,0,0,0,0,"0,011904762",0,0
slt,,C flat,0,0,"0,014753615","0,010084712","0,011087325","0,010328445","0,013183916","0,009833809","0,0106929",0,0,"0,011238481",0,"0,011904762",0,"0,01979806"
slyB,,C flat,"0,118706403","0,112397893","0,125541863","0,129470385","0,106602385","0,12985859","0,108544896","0,123997239","0,125731571","0,140363283","0,123152886","0,13410764","0,147456159","0,132903576","0,141844191","0,095366709"
slyD,,C flat,"0,056181418","0,061646423","0,064997588","0,066506581","0,04775753","0,078455488","0,05529084","0,056510045","0,0578174","0,060875225","0,064469961","0,052519208","0,090983059","0,093533887","0,053134863","0,051848439"
smrA,,C flat,"0,012687135","0,013285506","0,011830119",0,"0,009663703",0,0,"0,012257906",0,"0,011712345",0,0,"0,010500893",0,"0,012242899",0
sodC,,C flat,0,0,0,"0,010084712","0,009663703","0,012790995",0,0,0,0,0,0,0,0,0,0
sodB,,C flat,"0,132751758","0,138704452","0,163955717","0,104258606","0,120536954","0,159373527","0,150133428","0,119080335","0,125731571","0,148308087","0,170099225","0,140213391","0,147456159","0,137324639","0,136876974","0,110999684"
spoT,,C flat,0,0,"0,011830119",0,0,0,0,0,0,0,0,0,0,0,0,0
sra,ribosome,C flat,0,0,0,0,0,"0,010328445",0,0,0,0,0,0,0,0,0,0
srlR,,C flat,0,0,0,0,0,0,0,0,0,"0,011712345",0,0,0,0,0,0
srmB,,C flat,"0,02537427","0,022054359",0,"0,020169423","0,011087325","0,016723942","0,011665525","0,015962762","0,020590961","0,015479885","0,011899096","0,017344232","0,020040429","0,020746888","0,012242899","0,01068346"
sspA,,C flat,"0,084272127","0,143221105","0,124080116","0,117886096","0,103194156","0,097641981","0,10347133","0,090790958","0,08969739","0,106680288","0,105466753","0,099905687","0,091944416","0,106969966","0,083742111","0,110999684"
sufA,,C flat,"0,012687135","0,013285506","0,011830119","0,018126223","0,011087325","0,01155972","0,020294267","0,009833809","0,01029548","0,009623713","0,011736585","0,011724992","0,01018044","0,010373444","0,009934433","0,015632975"
sufB,,C flat,0,0,0,0,0,0,0,0,"0,0106929",0,0,0,0,0,0,0
sufC,,C flat,"0,012687135",0,"0,014753615","0,030254135","0,009663703","0,02311944","0,010147133","0,009833809",0,"0,011712345","0,011899096","0,011238481","0,015430887","0,020746888",0,"0,00989903"
sufD,,C flat,0,0,0,0,0,"0,010328445",0,0,0,0,0,0,0,0,0,0
surA,,C flat,"0,090615694","0,072541376","0,079751202","0,06596296","0,061692099","0,052634377","0,058327623","0,085874053","0,03682902","0,037860259","0,052895887","0,040794216","0,0564731","0,066834618","0,075312195","0,086252109"
surE,,C flat,"0,015403574",0,0,0,0,0,0,"0,012257906",0,0,0,0,0,0,0,"0,01146789"
aspS,tRNA synthase,C flat,"0,232427458","0,246585693","0,262913846","0,21410319","0,22373111","0,224798899","0,225200142","0,236811203","0,204934772","0,213360576","0,217370586","0,227907575","0,223969688","0,240639202","0,251226333","0,254834178"
gltX,tRNA synthase,C flat,"0,109646397","0,107881241","0,098958129","0,09921625","0,093530452","0,096410706","0,073548323","0,087154811","0,089101261","0,07258757","0,093892679","0,111144167","0,100843047","0,077973721","0,092522311","0,084683249"
ileS,tRNA synthase,C flat,"0,242398155","0,233564639","0,181700896","0,21410319","0,177958187","0,177328745","0,19324035","0,191484433","0,210082512","0,174456002","0,229107171","0,216182583","0,22429014","0,239873543","0,215651869","0,235820548"
argS,tRNA synthase,C flat,"0,048479631","0,030823212","0,038413854","0,059421026","0,040941071","0,059029874","0,048180489","0,062570289","0,05266966","0,047483972","0,04710885","0,047386479","0,061403094","0,055695515","0,062719012","0,064885189"
hsdS,,C flat,0,0,0,0,0,0,0,0,"0,01029548","0,009623713","0,011899096","0,012211503","0,021001785",0,"0,009934433",0
tabA,,C flat,0,0,"0,014753615",0,0,0,0,0,0,0,0,0,0,0,0,0
tam,,C flat,0,0,0,0,0,0,0,0,0,"0,011712345",0,0,0,0,0,0
tamB,,C flat,0,0,0,0,0,"0,010328445","0,010147133","0,019667617","0,01029548","0,009623713",0,0,0,0,0,"0,00989903"
tesA,,C flat,0,0,0,0,0,0,"0,010147133",0,0,0,0,0,0,0,0,0
tesB,,C flat,0,0,0,"0,01158429","0,012510947","0,01155972","0,013183916",0,0,0,0,0,0,"0,010373444",0,0
thiL,,C flat,"0,012687135",0,"0,011830119","0,013083868","0,019327406",0,"0,011665525","0,019667617","0,01029548","0,010668029",0,"0,011724992","0,015110434","0,011139103","0,011088666","0,01068346"
trxC,,C flat,"0,020388922","0,022054359","0,019206927","0,023168579","0,015919177","0,016723942","0,016739091","0,015962762","0,02098838","0,016524201","0,017686133","0,011724992","0,025611327","0,022278206","0,027144548","0,01068346"
thiQ,,C flat,0,0,0,0,0,0,0,0,0,0,0,"0,011238481",0,0,0,0
thiS,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,"0,010500893",0,"0,012242899","0,01068346"
thrC,amino acid synthesis,C flat,"0,325312062","0,337193679","0,271752401","0,253354793","0,200995474","0,150276358","0,177019652","0,155854054","0,173452201","0,150396719","0,129752477","0,17074215","0,193748819","0,212408615","0,20340897","0,223568228"
sseA,,C flat,0,0,"0,014753615","0,021669001","0,040941071","0,017955217","0,018257482","0,015962762",0,"0,009623713",0,"0,011238481",0,0,0,0
tldD,,C flat,"0,012687135",0,0,"0,013083868",0,0,"0,013183916","0,017174811","0,0106929","0,009623713",0,"0,012211503","0,010500893",0,0,"0,01068346"
tolC,,C flat,"0,157215337","0,116650094","0,131456923","0,163679632","0,137879753","0,128388194","0,163317343","0,128845434","0,116032221","0,111492145","0,11752836","0,130920956","0,128056635","0,106969966","0,139185441","0,145403354"
tolQ,,C flat,0,0,0,"0,010084712",0,"0,010328445",0,0,0,0,"0,011899096","0,011238481","0,019719976","0,020746888","0,009934433","0,01068346"
topA,,C flat,"0,014045354",0,"0,029507229","0,026711357","0,017342799","0,01155972","0,011665525","0,012257906",0,"0,009623713",0,"0,011724992","0,009859988","0,010373444","0,027144548","0,02058249"
tqsA,,C flat,0,0,"0,011830119",0,0,0,0,0,0,0,0,0,0,0,0,0
traB,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,009934433",0
traC,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,"0,010500893",0,0,0
traI,,C flat,0,"0,013285506",0,0,0,0,0,0,0,0,0,0,0,0,0,0
traN,,C flat,0,0,0,0,0,0,0,0,0,0,0,"0,012211503",0,0,0,0
traT,,C flat,"0,148155331","0,151989958","0,15066385","0,160680476","0,20155646","0,235366465","0,185130001","0,250418576","0,188696712","0,216083801","0,217208076","0,204457591","0,203288355","0,205690575","0,168988739","0,180834388"
traW,,C flat,0,0,0,0,0,0,0,0,0,0,0,"0,011238481",0,0,0,0
trbC,,C flat,"0,015403574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
treA,Catabolic,C flat,0,0,0,"0,039251603","0,028430124","0,017955217","0,016739091","0,015962762",0,0,0,0,0,0,0,0
trkA,,C flat,0,0,0,0,0,0,0,"0,009833809","0,01029548","0,009623713",0,0,0,0,0,0
trmJ,,C flat,"0,021747141",0,"0,011830119","0,010084712","0,019327406","0,012790995",0,"0,009833809",0,"0,010668029",0,"0,011238481","0,010500893","0,010373444","0,019868865","0,00989903"
trpR,,C flat,0,0,0,0,0,0,0,0,"0,01029548","0,011712345","0,011899096","0,011238481",0,"0,011139103",0,0
tsaB,,C flat,0,"0,013285506",0,0,0,0,0,0,0,0,0,0,0,"0,010373444","0,012242899",0
tsaD,,C flat,"0,015403574",0,"0,011830119",0,"0,012510947","0,01155972","0,010147133","0,019667617","0,01049419","0,009623713","0,011574074","0,011238481","0,01018044","0,011139103",0,"0,02058249"
tsaE,,C flat,0,0,0,0,"0,009663703",0,0,0,0,0,0,0,0,0,0,"0,00989903"
tsx,,C flat,"0,101033919","0,127545047","0,073836143","0,06596296","0,074203046","0,059029874","0,059846014","0,050312383","0,02098838","0,032004086","0,023635681","0,023449984","0,035791767","0,055695515","0,067686229","0,075568649"
tusE,,C flat,0,0,0,"0,010084712",0,0,"0,010147133",0,0,0,0,0,0,0,0,0
typA,,C flat,"0,201620311","0,182813169","0,163955717","0,162723676","0,130200657","0,101574928","0,088769023","0,108034477","0,110089641","0,112536461","0,116878316","0,111144167","0,151745249","0,170741948","0,136876974","0,154517954"
ubiB,,C flat,0,0,0,0,0,0,"0,013183916",0,0,0,0,0,"0,010500893",0,0,0
ubiC,,C flat,0,0,0,0,"0,009663703",0,0,0,0,0,0,0,0,0,0,0
ubiH,,C flat,0,0,0,0,"0,012510947","0,010328445","0,013183916",0,0,0,0,0,0,0,0,0
ubiX,,C flat,0,0,0,0,"0,009663703",0,0,0,0,0,0,0,0,0,0,0
ugd,,C flat,0,0,0,0,0,0,0,"0,009833809",0,0,0,0,0,0,0,0
ugpB,Catabolic,C flat,0,0,0,"0,05642187","0,085851357","0,03467916","0,034996574","0,027008619",0,0,0,0,0,0,0,0
ugpC,Catabolic,C flat,0,0,0,"0,01158429","0,019327406","0,012790995","0,010147133",0,0,0,0,0,0,0,0,0
uhpA,,C flat,"0,015403574",0,0,"0,010084712",0,"0,010328445",0,"0,009833809",0,0,0,0,"0,01018044","0,010373444",0,0
ung,,C flat,0,0,0,"0,013083868","0,009663703",0,0,"0,012257906",0,0,0,0,"0,01018044",0,0,"0,015632975"
usg,,C flat,"0,035792496","0,022054359","0,013291867","0,028210935","0,031838353","0,02311944","0,034996574","0,023303764","0,03148257","0,022380374","0,017523622","0,017830744","0,025611327","0,028230587","0,045508897","0,03205038"
uspD,,C flat,0,0,0,"0,010084712","0,011087325","0,01155972","0,011665525","0,019667617",0,0,0,"0,011238481",0,0,0,0
uvrA,,C flat,0,0,0,0,0,"0,010328445",0,"0,009833809",0,0,0,0,"0,009859988","0,010373444",0,0
uvrB,,C flat,0,0,0,0,0,"0,012790995",0,0,0,0,0,"0,012211503",0,0,0,0
uvrY,,C flat,0,0,0,"0,010084712",0,0,0,0,0,0,0,0,"0,009859988","0,010373444",0,"0,00989903"
uxaB,Catabolic,C flat,0,0,0,0,0,0,0,0,0,0,0,0,"0,010500893",0,0,0
uxaC,Catabolic,C flat,"0,015403574","0,013285506","0,013291867","0,01158429","0,015919177","0,01155972","0,023331049","0,024515813","0,01049419","0,011712345","0,023798191","0,012211503","0,010500893",0,"0,011088666","0,01068346"
uxuA,Catabolic,C flat,"0,015403574",0,0,"0,023168579","0,031838353","0,024350715","0,034996574","0,011045857","0,020590961","0,016524201","0,017686133","0,011238481","0,009859988",0,0,0
uxuB,Catabolic,C flat,0,0,0,"0,01158429","0,028430124","0,033447884","0,021812658","0,027008619","0,02098838","0,020291742","0,011736585","0,012211503","0,01018044","0,011139103","0,012242899","0,01146789"
wcaK,,C flat,0,0,0,0,0,0,0,"0,012257906",0,0,0,0,0,0,0,0
wecG,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,"0,010500893",0,0,0
wzc,,C flat,0,0,0,"0,013083868",0,0,0,0,0,0,0,0,0,0,0,0
wzzB,,C flat,0,"0,022054359","0,013291867","0,01158429","0,011087325","0,02558199","0,011665525","0,011045857","0,0320787","0,010668029","0,017686133","0,012211503","0,015430887","0,023809524","0,022177332","0,02058249"
wzzE,,C flat,0,0,"0,011830119",0,0,0,"0,010147133","0,009833809","0,01029548",0,"0,011899096","0,011238481","0,010500893","0,010373444","0,011088666","0,01068346"
xylA,Catabolic,C flat,0,0,0,"0,010084712",0,0,0,0,0,0,0,0,0,0,0,0
xylF,Catabolic,C flat,0,0,0,"0,01158429","0,028430124","0,038372985","0,023331049","0,023303764",0,0,0,0,"0,010500893",0,0,0
yaaA,,C flat,0,0,0,0,"0,012510947","0,012790995",0,0,"0,0106929","0,009623713",0,0,0,"0,011904762","0,012242899","0,01146789"
yaaI,,C flat,0,"0,017537706",0,0,0,0,0,0,0,0,0,0,0,0,0,0
yabP,,C flat,0,0,0,0,0,0,0,0,0,0,"0,011574074",0,0,0,0,0
yacG,,C flat,"0,015403574",0,0,0,0,0,"0,013183916",0,0,0,"0,011574074",0,0,"0,010373444","0,012242899","0,01146789"
yadG,,C flat,0,0,0,0,0,0,0,0,0,0,0,"0,012211503",0,0,0,0
yaeP,,C flat,0,0,0,0,0,0,0,0,"0,0106929",0,0,0,0,0,0,0
yahF,,C flat,"0,012687135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yahN,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,"0,010500893",0,0,0
yaiI,,C flat,0,0,0,0,0,0,0,0,0,0,0,"0,012211503",0,0,0,0
yajG,,C flat,"0,034434276","0,05500367","0,038413854","0,033253291","0,020751028","0,042305932","0,033478182","0,028220668","0,03682902","0,032004086","0,029260207","0,023936495","0,030541321","0,027464928","0,017210115","0,03205038"
yajO,,C flat,0,0,0,"0,010084712","0,009663703","0,020656889","0,013183916","0,019667617","0,01029548","0,009623713","0,011574074","0,022476961",0,0,0,"0,00989903"
ybaK,,C flat,0,0,0,0,0,0,0,0,0,"0,009623713",0,0,0,0,0,0
ybaY,,C flat,0,0,0,"0,01158429","0,028430124","0,02558199","0,011665525","0,017174811","0,01029548","0,010668029",0,"0,011724992","0,009859988",0,0,0
ybcL,,C flat,0,0,0,0,0,0,0,0,"0,0106929",0,0,0,0,0,0,0
ybcW,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,00989903"
ybdF,,C flat,0,0,0,0,0,0,0,0,"0,01029548",0,0,0,0,0,0,0
ybdH,,C flat,0,0,0,0,"0,009663703","0,010328445",0,"0,019667617","0,01049419","0,009623713","0,034722222","0,022476961","0,01018044","0,010373444","0,019868865","0,01979806"
ybdL,,C flat,"0,012687135","0,013285506",0,"0,013083868",0,"0,01155972","0,011665525","0,020879666","0,0106929","0,019247426","0,011736585","0,017344232","0,021001785","0,011139103","0,012242899","0,00989903"
ybdN,,C flat,"0,012687135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybdZ,,C flat,"0,015403574",0,0,"0,013083868",0,0,0,0,0,0,0,0,0,0,0,0
ybeL,,C flat,"0,012687135","0,015411606","0,011830119","0,016626645","0,033261975","0,016723942","0,011665525","0,023303764","0,01049419","0,010668029","0,011736585","0,011724992","0,009859988","0,011139103","0,012242899","0,01068346"
ybeU,,C flat,0,0,0,0,0,0,0,0,0,0,"0,011899096",0,0,0,0,0
ybeY,,C flat,0,0,0,0,"0,012510947",0,0,0,0,0,0,0,0,0,0,0
ybfE,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01146789"
ybfF,,C flat,0,0,0,0,0,0,0,"0,009833809",0,0,0,0,"0,009859988","0,010373444",0,0
ybgF,,C flat,"0,04983785","0,015411606","0,041337349","0,018126223","0,038093827","0,024350715","0,021812658","0,028220668","0,01584064","0,032004086","0,023635681","0,03663451","0,01018044","0,017091484","0,028298781","0,03126595"
ybgL,,C flat,0,0,0,0,0,0,0,"0,011045857",0,0,0,0,0,"0,010373444",0,0
ybhB,,C flat,0,0,0,0,0,"0,012790995",0,0,0,0,0,0,0,0,0,0
ybhG,,C flat,0,0,0,0,0,0,0,"0,009833809",0,"0,009623713",0,0,0,0,0,0
ybhJ,,C flat,0,"0,017537706",0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybiA,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,"0,009859988",0,0,0
ybiH,,C flat,0,0,0,0,0,0,0,0,"0,01029548",0,0,0,0,0,0,0
ybiJ,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,00989903"
NA,,C flat,"0,012687135","0,013285506",0,"0,01158429","0,009663703","0,012790995","0,010147133",0,0,0,0,"0,012211503",0,0,0,0
ybiT,,C flat,"0,028090709","0,022054359","0,033960541","0,023168579","0,011087325","0,038372985","0,018257482","0,012257906","0,01049419","0,02342469","0,023798191","0,024423006","0,031502678","0,023809524","0,028298781","0,02136692"
ybjX,,C flat,0,"0,013285506",0,"0,010084712",0,0,0,0,"0,01029548","0,009623713","0,011736585","0,012211503","0,025290875","0,021512547","0,016055882","0,015632975"
ycaR,,C flat,"0,020388922",0,"0,013291867","0,016626645",0,"0,01155972","0,011665525","0,015962762","0,01584064","0,021336058","0,017686133","0,017344232","0,009859988","0,022278206","0,022177332","0,01979806"
ycbX,,C flat,0,0,0,0,0,"0,012790995",0,"0,012257906",0,0,0,0,0,0,0,0
yccE,,C flat,0,0,0,0,0,"0,012790995",0,0,0,0,0,0,0,0,0,0
yccJ,,C flat,0,0,0,"0,028210935","0,028430124","0,012790995","0,018257482","0,017174811",0,0,0,0,0,0,0,0
yccU,,C flat,"0,02537427","0,013285506","0,014753615","0,023168579","0,015919177","0,01155972","0,016739091","0,017174811","0,01564193","0,010668029","0,011736585","0,012211503","0,01018044","0,017091484","0,019868865",0
ycdX,,C flat,"0,014045354","0,017537706","0,013291867","0,01158429","0,011087325","0,01155972","0,016739091","0,015962762","0,01049419","0,010668029","0,011736585","0,011724992","0,015110434","0,016325825","0,016055882","0,015632975"
ycdY,,C flat,"0,020388922","0,030823212","0,035490358","0,023168579","0,027006502","0,012790995","0,016739091","0,017174811","0,02098838","0,021336058","0,029422718","0,023449984","0,020360881","0,022278206","0,027144548","0,026316435"
yceA,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,00989903"
yceB,,C flat,0,0,0,0,"0,011087325",0,0,0,0,0,"0,011899096","0,012211503",0,0,"0,011088666","0,01146789"
yceF,,C flat,"0,014045354","0,015411606","0,014753615","0,018126223","0,033261975","0,032216609","0,0304414","0,015962762","0,020590961","0,021336058","0,017523622","0,017830744","0,030220869","0,027464928","0,022177332",0
yceH,,C flat,"0,014045354","0,024180459","0,013291867","0,023168579","0,027006502","0,016723942","0,021812658","0,022091715","0,01049419","0,015479885","0,017686133","0,017830744","0,015110434","0,016325825","0,022177332","0,015632975"
ycfP,,C flat,"0,014045354","0,015411606","0,013291867","0,016626645","0,015919177","0,01155972","0,011665525","0,011045857","0,01049419","0,010668029","0,011574074","0,011724992","0,009859988","0,011139103","0,012242899","0,01068346"
ycgB,,C flat,0,0,0,"0,013083868",0,0,0,0,0,0,0,0,0,0,0,0
ycgF,,C flat,0,0,0,"0,010084712",0,0,0,0,0,0,0,"0,012211503",0,0,"0,009934433",0
ycgM,,C flat,0,0,0,0,"0,011087325",0,"0,011665525","0,011045857",0,0,0,0,0,0,0,0
yciI,,C flat,0,0,0,"0,01158429","0,015919177",0,"0,026367831","0,017174811","0,01049419","0,021336058","0,035697287",0,"0,010500893","0,017091484",0,"0,01146789"
yciM,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,00989903"
yciO,,C flat,0,0,0,"0,010084712",0,"0,010328445",0,"0,012257906",0,0,0,0,0,0,0,0
yciS,,C flat,0,0,0,0,0,"0,010328445",0,0,"0,0106929",0,"0,011574074",0,0,0,0,0
yciW,,C flat,"0,012687135","0,015411606",0,0,"0,009663703","0,012790995",0,"0,019667617","0,01029548","0,009623713","0,011899096","0,022476961","0,020040429","0,016325825","0,016055882","0,01979806"
ycjF,,C flat,0,0,0,0,0,0,0,"0,009833809",0,0,0,0,0,"0,010373444",0,0
ycjN,,C flat,0,"0,013285506",0,0,0,0,0,0,"0,01029548",0,0,"0,011238481",0,0,0,"0,01146789"
ycjW,,C flat,0,0,0,0,0,0,0,0,"0,0106929",0,"0,011574074",0,0,0,"0,009934433",0
ydbA,,C flat,0,0,0,0,0,0,0,0,0,"0,011712345",0,0,0,0,0,0
ydbC,,C flat,0,0,0,"0,013083868","0,011087325","0,010328445",0,"0,015962762","0,01049419","0,009623713",0,"0,011238481",0,0,0,0
ydbH,,C flat,0,0,0,0,0,0,0,"0,009833809",0,0,0,0,0,0,0,0
ydcI,,C flat,0,0,0,"0,010084712","0,011087325",0,"0,010147133","0,011045857","0,01584064","0,011712345","0,011736585","0,011724992","0,009859988",0,"0,019868865","0,01979806"
ydcJ,,C flat,0,0,0,"0,010084712",0,0,0,0,0,0,0,0,0,0,0,0
ydcS,Catabolic,C flat,0,0,0,"0,16722241","0,207811933","0,142410464","0,161280559","0,110389866",0,0,0,0,0,0,0,0
ydcT,Catabolic,C flat,0,0,0,"0,010084712","0,009663703",0,0,0,0,0,0,0,0,0,0,0
yddH,,C flat,0,0,0,0,0,0,0,"0,012257906",0,0,0,0,0,0,0,0
ydeK,,C flat,0,0,0,0,0,0,0,0,0,"0,009623713",0,0,0,0,0,0
ydfE,,C flat,0,0,"0,014753615",0,0,0,0,0,0,0,"0,011899096",0,0,0,0,0
ydgA,,C flat,"0,070226772","0,083700782","0,078289455","0,120885252","0,076187654","0,084850986","0,078103496","0,072404098","0,04732321","0,058152001","0,064632472","0,059111471","0,05058175","0,03936969","0,066531996","0,047683355"
ydhF,,C flat,0,0,0,0,0,0,0,0,0,"0,011712345",0,0,0,0,0,0
ydhR,,C flat,"0,014045354","0,013285506","0,013291867","0,018126223","0,011087325","0,01155972","0,011665525","0,017174811","0,02118709","0,021336058","0,029422718","0,023449984","0,020360881","0,022278206","0,017210115","0,01068346"
ydiH,,C flat,0,0,0,0,0,0,0,0,"0,0106929",0,"0,011899096","0,012211503",0,0,0,"0,01146789"
ydjM,,C flat,0,"0,013285506",0,0,0,0,0,0,0,0,0,0,0,0,0,0
ydjN,Catabolic,C flat,"0,014045354","0,026571011","0,019206927","0,028210935","0,012510947",0,"0,013183916","0,019667617","0,01029548","0,011712345","0,011736585","0,033715442","0,040080857","0,026699269","0,029803298","0,03126595"
yeaH,,C flat,0,0,0,"0,01158429",0,0,0,0,0,"0,009623713",0,0,0,0,0,0
yeaK,,C flat,0,0,0,0,0,0,0,0,0,0,"0,011574074",0,0,0,0,0
yebE,,C flat,0,0,0,"0,010084712",0,"0,010328445",0,0,0,0,"0,011899096",0,0,0,0,0
yebT,,C flat,0,0,0,"0,010084712",0,0,0,0,0,0,0,0,0,0,0,0
yebV,,C flat,0,0,0,"0,01158429","0,011087325",0,0,0,0,0,0,0,0,0,0,0
yebY,,C flat,0,0,0,0,0,0,0,"0,009833809",0,0,0,0,0,0,0,0
yecA,,C flat,0,0,0,"0,026167735",0,"0,012790995","0,013183916","0,012257906",0,"0,011712345",0,0,0,0,"0,012242899",0
yecD,,C flat,"0,014045354",0,"0,013291867","0,01158429","0,011087325","0,020656889","0,010147133","0,019667617","0,01564193","0,010668029","0,011574074","0,023449984","0,010500893","0,016325825","0,019868865","0,01068346"
yecR,,C flat,0,0,0,0,0,"0,010328445",0,0,0,0,0,"0,011238481",0,0,0,"0,00989903"
yecS,Catabolic,C flat,0,"0,017537706","0,014753615",0,"0,012510947","0,012790995",0,"0,011045857",0,0,"0,011736585","0,011724992","0,010500893","0,011904762","0,012242899",0
yecT,,C flat,0,0,0,0,0,"0,010328445",0,0,0,0,0,0,0,0,0,0
yeeD,,C flat,0,0,0,0,0,0,0,0,"0,01049419","0,009623713","0,011574074",0,"0,01018044","0,011139103","0,011088666","0,01068346"
yeeJ,,C flat,0,0,0,0,0,"0,012790995",0,0,0,0,0,0,0,0,0,0
yeeN,,C flat,0,0,0,0,0,0,"0,010147133","0,012257906",0,0,0,0,0,"0,011904762",0,"0,00989903"
yeeX,,C flat,"0,077928559","0,068289176","0,104873189","0,057921448","0,076187654","0,04870143","0,051735665","0,050312383","0,05821482","0,080532374","0,070419509","0,059111471","0,030861773","0,083926102","0,066531996","0,096151139"
yeeZ,,C flat,0,"0,013285506",0,"0,010084712",0,"0,010328445","0,013183916",0,"0,01029548","0,009623713","0,011574074",0,0,0,0,0
yegD,,C flat,0,0,0,0,0,0,0,0,0,"0,011712345",0,0,0,0,"0,009934433",0
yegE,,C flat,0,0,0,0,"0,012510947",0,0,0,0,0,0,0,0,0,0,0
yehM,,C flat,0,0,0,"0,013083868",0,0,0,0,0,0,0,0,0,0,0,0
yfcC,,C flat,0,0,"0,011830119",0,0,"0,012790995","0,013183916","0,012257906",0,"0,011712345",0,"0,012211503",0,"0,011139103","0,017210115","0,00989903"
