gene,counts,phase,time,fraction
trpE,2282,ss_postshift,0.0,0.00010806510937046202
trpL,79,ss_postshift,0.0,3.741079596961656e-06
trpR,1634,ss_postshift,0.0,7.737878558778919e-05
trpS,4391,ss_postshift,0.0,0.00020793772797795737
truA,569,ss_postshift,0.0,2.694524418571117e-05
truB,3251,ss_postshift,0.0,0.00015395252873066258
truC,438,ss_postshift,0.0,2.074168181606589e-05
truD,2370,ss_postshift,0.0,0.00011223238790884969
trxA,20455,ss_postshift,0.0,0.0009686554829854516
trxB,12040,ss_postshift,0.0,0.0005701594727521309
trxC,1438,ss_postshift,0.0,6.809711975228939e-05
tsaB,1375,ss_postshift,0.0,6.511372716230731e-05
tsaC,1463,ss_postshift,0.0,6.928100570069498e-05
tsaD,756,ss_postshift,0.0,3.580071107978496e-05
tsaE,257,ss_postshift,0.0,1.2170347549609438e-05
tsf,29546,ss_postshift,0.0,0.0013991637692636594
tsgA,176,ss_postshift,0.0,8.334557076775335e-06
tsr,27507,ss_postshift,0.0,0.0013026060313116998
tsx,17763,ss_postshift,0.0,0.000841174644061138
ttcA,2685,ss_postshift,0.0,0.00012714935085876008
ttdA,30,ss_postshift,0.0,1.420663138086705e-06
ttdB,30,ss_postshift,0.0,1.420663138086705e-06
ttdR,184,ss_postshift,0.0,8.713400580265123e-06
ttdT,20,ss_postshift,0.0,9.471087587244699e-07
tufA,63114,ss_postshift,0.0,0.0029887911099068095
tufB,43197,ss_postshift,0.0,0.0020456128525310462
tus,621,ss_postshift,0.0,2.9407726958394792e-05
tusA,548,ss_postshift,0.0,2.5950779989050477e-05
tusB,367,ss_postshift,0.0,1.7379445722594024e-05
tusC,311,ss_postshift,0.0,1.4727541198165507e-05
tusD,732,ss_postshift,0.0,3.46641805693156e-05
tusE,890,ss_postshift,0.0,4.214633976323891e-05
tynA,177,ss_postshift,0.0,8.381912514711559e-06
tyrA,3318,ss_postshift,0.0,0.00015712534307238955
tyrB,4559,ss_postshift,0.0,0.0002158934415512429
tyrP,670,ss_postshift,0.0,3.1728143417269744e-05
tyrR,3086,ss_postshift,0.0,0.0001461388814711857
tyrS,8093,ss_postshift,0.0,0.0003832475592178567
uacT,32,ss_postshift,0.0,1.515374013959152e-06
ubiA,1467,ss_postshift,0.0,6.947042745243987e-05
ubiB,3169,ss_postshift,0.0,0.00015006938281989226
ubiC,876,ss_postshift,0.0,4.148336363213178e-05
ubiD,4569,ss_postshift,0.0,0.00021636699593060517
ubiE,2422,ss_postshift,0.0,0.00011469487068153331
ubiF,496,ss_postshift,0.0,2.3488297216366853e-05
ubiG,1324,ss_postshift,0.0,6.269859982755991e-05
ubiH,1176,ss_postshift,0.0,5.568999501299883e-05
ubiI,1273,ss_postshift,0.0,6.028347249281251e-05
ubiJ,1233,ss_postshift,0.0,5.838925497536357e-05
ubiX,921,ss_postshift,0.0,4.361435833926184e-05
ucpA,6080,ss_postshift,0.0,0.0002879210626522389
udk,1567,ss_postshift,0.0,7.420597124606221e-05
udp,4584,ss_postshift,0.0,0.0002170773274996485
ugd,2194,ss_postshift,0.0,0.00010389783083207435
ugpA,368,ss_postshift,0.0,1.7426801160530247e-05
ugpB,2697,ss_postshift,0.0,0.00012771761611399477
ugpC,499,ss_postshift,0.0,2.3630363530175525e-05
ugpE,326,ss_postshift,0.0,1.543787276720886e-05
ugpQ,464,ss_postshift,0.0,2.1972923202407702e-05
uhpA,1552,ss_postshift,0.0,7.349563967701886e-05
uhpB,1083,ss_postshift,0.0,5.128593928493005e-05
uhpC,534,ss_postshift,0.0,2.5287803857943345e-05
uhpT,12934,ss_postshift,0.0,0.0006124952342671147
uidA,371,ss_postshift,0.0,1.7568867474338918e-05
uidB,83,ss_postshift,0.0,3.93050134870655e-06
uidC,48,ss_postshift,0.0,2.2730610209387276e-06
uidR,1607,ss_postshift,0.0,7.610018876351116e-05
ulaA,74,ss_postshift,0.0,3.5043024072805386e-06
ulaB,26,ss_postshift,0.0,1.231241386341811e-06
ulaC,32,ss_postshift,0.0,1.515374013959152e-06
ulaD,65,ss_postshift,0.0,3.078103465854527e-06
ulaE,41,ss_postshift,0.0,1.9415729553851633e-06
ulaF,42,ss_postshift,0.0,1.988928393321387e-06
ulaG,64,ss_postshift,0.0,3.030748027918304e-06
ulaR,676,ss_postshift,0.0,3.201227604488708e-05
umpG,1322,ss_postshift,0.0,6.260388895168746e-05
umpH,2275,ss_postshift,0.0,0.00010773362130490845
umuC,66,ss_postshift,0.0,3.1254589037907507e-06
umuD,64,ss_postshift,0.0,3.030748027918304e-06
ung,1486,ss_postshift,0.0,7.037018077322811e-05
uof,1079,ss_postshift,0.0,5.109651753318515e-05
upp,4392,ss_postshift,0.0,0.0002079850834158936
uraA,1156,ss_postshift,0.0,5.474288625427436e-05
usg,1289,ss_postshift,0.0,6.104115949979209e-05
ushA,1740,ss_postshift,0.0,8.239846200902889e-05
uspA,16196,ss_postshift,0.0,0.0007669686728150757
uspB,570,ss_postshift,0.0,2.699259962364739e-05
uspC,148,ss_postshift,0.0,7.008604814561077e-06
uspD,930,ss_postshift,0.0,4.404055728068785e-05
uspE,7131,ss_postshift,0.0,0.00033769162792320973
uspF,7907,ss_postshift,0.0,0.0003744394477617192
uspG,2361,ss_postshift,0.0,0.00011180618896742368
uup,3288,ss_postshift,0.0,0.00015570467993430284
uvrA,1636,ss_postshift,0.0,7.747349646366164e-05
uvrB,1709,ss_postshift,0.0,8.093044343300596e-05
uvrC,2335,ss_postshift,0.0,0.00011057494758108187
uvrD,1574,ss_postshift,0.0,7.453745931161578e-05
uvrY,2915,ss_postshift,0.0,0.0001380411015840915
uxaA,1057,ss_postshift,0.0,5.0054697898588237e-05
uxaB,546,ss_postshift,0.0,2.5856069113178028e-05
uxaC,1151,ss_postshift,0.0,5.450610906459324e-05
uxuA,1443,ss_postshift,0.0,6.833389694197051e-05
uxuB,779,ss_postshift,0.0,3.68898861523181e-05
uxuR,890,ss_postshift,0.0,4.214633976323891e-05
valS,11987,ss_postshift,0.0,0.0005676496345415111
ves,3651,ss_postshift,0.0,0.00017289470390515198
viaA,765,ss_postshift,0.0,3.622691002121098e-05
vsr,202,ss_postshift,0.0,9.565798463117146e-06
waaA,1742,ss_postshift,0.0,8.249317288490133e-05
waaB,2137,ss_postshift,0.0,0.0001011985708697096
waaC,1105,ss_postshift,0.0,5.232775891952696e-05
waaF,1696,ss_postshift,0.0,8.031482273983505e-05
waaG,1985,ss_postshift,0.0,9.400054430340364e-05
waaH,2240,ss_postshift,0.0,0.00010607618097714063
waaJ,819,ss_postshift,0.0,3.8784103669767046e-05
waaL,1833,ss_postshift,0.0,8.680251773709767e-05
waaO,1481,ss_postshift,0.0,7.0133403583547e-05
waaP,1084,ss_postshift,0.0,5.133329472286627e-05
waaQ,2570,ss_postshift,0.0,0.00012170347549609439
waaS,252,ss_postshift,0.0,1.1933570359928321e-05
waaU,1057,ss_postshift,0.0,5.0054697898588237e-05
waaY,753,ss_postshift,0.0,3.565864476597629e-05
waaZ,545,ss_postshift,0.0,2.5808713675241806e-05
wbbH,7,ss_postshift,0.0,3.314880655535645e-07
wbbI,16,ss_postshift,0.0,7.57687006979576e-07
wbbJ,26,ss_postshift,0.0,1.231241386341811e-06
wbbK,13,ss_postshift,0.0,6.156206931709055e-07
wbbL_1,23,ss_postshift,0.0,1.0891750725331404e-06
wcaA,14,ss_postshift,0.0,6.62976131107129e-07
wcaB,3,ss_postshift,0.0,1.4206631380867047e-07
wcaC,53,ss_postshift,0.0,2.509838210619845e-06
wcaD,38,ss_postshift,0.0,1.7995066415764929e-06
wcaE,14,ss_postshift,0.0,6.62976131107129e-07
wcaF,2,ss_postshift,0.0,9.4710875872447e-08
wcaI,0,ss_postshift,0.0,0.0
wcaJ,0,ss_postshift,0.0,0.0
wcaK,0,ss_postshift,0.0,0.0
wcaL,0,ss_postshift,0.0,0.0
wcaM,0,ss_postshift,0.0,0.0
wecB,1245,ss_postshift,0.0,5.895752023059825e-05
wecC,1111,ss_postshift,0.0,5.2611891547144306e-05
wecE,789,ss_postshift,0.0,3.7363440531680336e-05
wecH,212,ss_postshift,0.0,1.003935284247938e-05
wrbA,2034,ss_postshift,0.0,9.632096076227859e-05
wza,10,ss_postshift,0.0,4.7355437936223497e-07
wzb,2,ss_postshift,0.0,9.4710875872447e-08
wzc,37,ss_postshift,0.0,1.7521512036402693e-06
wzxC,0,ss_postshift,0.0,0.0
wzxE,326,ss_postshift,0.0,1.543787276720886e-05
wzyE,315,ss_postshift,0.0,1.4916962949910402e-05
wzzB,10104,ss_postshift,0.0,0.0004784793449076022
wzzE,1681,ss_postshift,0.0,7.96044911707917e-05
xanP,5552,ss_postshift,0.0,0.00026291739142191283
xanQ,52,ss_postshift,0.0,2.462482772683622e-06
xapA,33,ss_postshift,0.0,1.5627294518953753e-06
xapB,255,ss_postshift,0.0,1.2075636673736991e-05
xapR,195,ss_postshift,0.0,9.234310397563582e-06
xdhA,550,ss_postshift,0.0,2.6045490864922923e-05
xdhB,205,ss_postshift,0.0,9.707864776925816e-06
xdhC,170,ss_postshift,0.0,8.050424449157995e-06
xdhD,297,ss_postshift,0.0,1.4064565067058379e-05
xerC,840,ss_postshift,0.0,3.9778567866427734e-05
xerD,1033,ss_postshift,0.0,4.891816738811887e-05
xisE,64,ss_postshift,0.0,3.030748027918304e-06
xisR,5,ss_postshift,0.0,2.3677718968111748e-07
xseA,1701,ss_postshift,0.0,8.055159992951616e-05
xseB,1137,ss_postshift,0.0,5.384313293348612e-05
xthA,1906,ss_postshift,0.0,9.025946470644198e-05
xylA,335,ss_postshift,0.0,1.5864071708634872e-05
xylB,89,ss_postshift,0.0,4.214633976323891e-06
xylE,186,ss_postshift,0.0,8.80811145613757e-06
xylF,1479,ss_postshift,0.0,7.003869270767456e-05
xylG,512,ss_postshift,0.0,2.424598422334643e-05
xylH,326,ss_postshift,0.0,1.543787276720886e-05
xylR,547,ss_postshift,0.0,2.590342455111425e-05
yaaA,1499,ss_postshift,0.0,7.098580146639902e-05
yaaI,10,ss_postshift,0.0,4.7355437936223497e-07
yaaJ,175,ss_postshift,0.0,8.287201638839112e-06
yaaU,29,ss_postshift,0.0,1.3733077001504814e-06
yaaW,71,ss_postshift,0.0,3.3622360934718682e-06
yaaX,189,ss_postshift,0.0,8.95017776994624e-06
yaaY,68,ss_postshift,0.0,3.220169779663198e-06
yabI,811,ss_postshift,0.0,3.840526016627726e-05
yabP,347,ss_postshift,0.0,1.6432336963869552e-05
yabQ,453,ss_postshift,0.0,2.1452013385109245e-05
yacC,1004,ss_postshift,0.0,4.754485968796839e-05
yacG,479,ss_postshift,0.0,2.2683254771451053e-05
yacH,65,ss_postshift,0.0,3.078103465854527e-06
yacL,686,ss_postshift,0.0,3.2485830424249315e-05
yadC,140,ss_postshift,0.0,6.629761311071289e-06
yadD,129,ss_postshift,0.0,6.108851493772831e-06
yadE,389,ss_postshift,0.0,1.842126535719094e-05
yadG,1025,ss_postshift,0.0,4.853932388462908e-05
yadH,891,ss_postshift,0.0,4.219369520117514e-05
yadI,590,ss_postshift,0.0,2.7939708382371863e-05
yadK,39,ss_postshift,0.0,1.8468620795127163e-06
yadL,71,ss_postshift,0.0,3.3622360934718682e-06
yadM,59,ss_postshift,0.0,2.7939708382371863e-06
yadN,5,ss_postshift,0.0,2.3677718968111748e-07
yadS,319,ss_postshift,0.0,1.5106384701655295e-05
yadV,5,ss_postshift,0.0,2.3677718968111748e-07
yaeF,92,ss_postshift,0.0,4.356700290132562e-06
yaeH,5766,ss_postshift,0.0,0.0002730514551402647
yaeI,277,ss_postshift,0.0,1.3117456308333909e-05
yaeP,1019,ss_postshift,0.0,4.8255191257011745e-05
yaeQ,437,ss_postshift,0.0,2.0694326378129667e-05
yaeR,368,ss_postshift,0.0,1.7426801160530247e-05
yafC,657,ss_postshift,0.0,3.111252272409884e-05
yafD,2253,ss_postshift,0.0,0.00010669180167031154
yafE,423,ss_postshift,0.0,2.003135024702254e-05
yafF,5,ss_postshift,0.0,2.3677718968111748e-07
yafJ,1261,ss_postshift,0.0,5.971520723757783e-05
yafK,2606,ss_postshift,0.0,0.00012340827126179843
yafL,51,ss_postshift,0.0,2.4151273347473984e-06
yafN,116,ss_postshift,0.0,5.4932308006019254e-06
yafO,117,ss_postshift,0.0,5.540586238538149e-06
yafP,88,ss_postshift,0.0,4.167278538387667e-06
yafQ,590,ss_postshift,0.0,2.7939708382371863e-05
yafS,968,ss_postshift,0.0,4.584006392226434e-05
yafT,46,ss_postshift,0.0,2.178350145066281e-06
yafU,3,ss_postshift,0.0,1.4206631380867047e-07
yafV,451,ss_postshift,0.0,2.1357302509236796e-05
yafW,3,ss_postshift,0.0,1.4206631380867047e-07
yafX,3,ss_postshift,0.0,1.4206631380867047e-07
yafY,453,ss_postshift,0.0,2.1452013385109245e-05
yafZ,1,ss_postshift,0.0,4.73554379362235e-08
yagA,0,ss_postshift,0.0,0.0
yagB,0,ss_postshift,0.0,0.0
yagE,0,ss_postshift,0.0,0.0
yagF,0,ss_postshift,0.0,0.0
yagG,0,ss_postshift,0.0,0.0
yagH,0,ss_postshift,0.0,0.0
yagI,0,ss_postshift,0.0,0.0
yagJ,505,ss_postshift,0.0,2.3914496157792865e-05
yagK,124,ss_postshift,0.0,5.872074304091713e-06
yagL,50,ss_postshift,0.0,2.3677718968111748e-06
yagM,16,ss_postshift,0.0,7.57687006979576e-07
yagN,2076,ss_postshift,0.0,9.830988915559997e-05
yagP,17,ss_postshift,0.0,8.050424449157995e-07
yagU,444,ss_postshift,0.0,2.1025814443683233e-05
yahB,409,ss_postshift,0.0,1.936837411591541e-05
yahC,11,ss_postshift,0.0,5.209098172984584e-07
yahD,147,ss_postshift,0.0,6.9612493766248536e-06
yahE,21,ss_postshift,0.0,9.944641966606934e-07
yahF,24,ss_postshift,0.0,1.1365305104693638e-06
yahG,13,ss_postshift,0.0,6.156206931709055e-07
yahH,1,ss_postshift,0.0,4.73554379362235e-08
yahI,10,ss_postshift,0.0,4.7355437936223497e-07
yahJ,257,ss_postshift,0.0,1.2170347549609438e-05
yahK,1239,ss_postshift,0.0,5.867338760298091e-05
yahL,16,ss_postshift,0.0,7.57687006979576e-07
yahM,43,ss_postshift,0.0,2.0362838312576105e-06
yahN,258,ss_postshift,0.0,1.2217702987545663e-05
yahO,3475,ss_postshift,0.0,0.00016456014682837664
yaiA,2876,ss_postshift,0.0,0.00013619423950457878
yaiE,3132,ss_postshift,0.0,0.000148317231616252
yaiF,21,ss_postshift,0.0,9.944641966606934e-07
yaiI,527,ss_postshift,0.0,2.4956315792389782e-05
yaiL,475,ss_postshift,0.0,2.249383301970616e-05
yaiO,93,ss_postshift,0.0,4.404055728068785e-06
yaiP,54,ss_postshift,0.0,2.5571936485560688e-06
yaiS,5,ss_postshift,0.0,2.3677718968111748e-07
yaiT,125,ss_postshift,0.0,5.919429742027937e-06
yaiU,276,ss_postshift,0.0,1.3070100870397684e-05
yaiV,9,ss_postshift,0.0,4.261989414260115e-07
yaiW,822,ss_postshift,0.0,3.892616998357571e-05
yaiX,5,ss_postshift,0.0,2.3677718968111748e-07
yaiY,69,ss_postshift,0.0,3.267525217599421e-06
yaiZ,1752,ss_postshift,0.0,8.296672726426356e-05
yajC,10176,ss_postshift,0.0,0.0004818889364390103
yajD,2482,ss_postshift,0.0,0.00011753619695770672
yajG,3476,ss_postshift,0.0,0.00016460750226631287
yajI,130,ss_postshift,0.0,6.156206931709054e-06
yajL,397,ss_postshift,0.0,1.8800108860680727e-05
yajO,2302,ss_postshift,0.0,0.00010901221812918649
yajQ,5432,ss_postshift,0.0,0.000257234738869566
yajR,620,ss_postshift,0.0,2.9360371520458566e-05
ybaA,78,ss_postshift,0.0,3.6937241590254326e-06
ybaB,3452,ss_postshift,0.0,0.0001634709717558435
ybaE,713,ss_postshift,0.0,3.376442724852735e-05
ybaK,630,ss_postshift,0.0,2.9833925899820804e-05
ybaL,1952,ss_postshift,0.0,9.243781485150826e-05
ybaM,272,ss_postshift,0.0,1.2880679118652791e-05
ybaN,625,ss_postshift,0.0,2.9597148710139683e-05
ybaO,202,ss_postshift,0.0,9.565798463117146e-06
ybaP,480,ss_postshift,0.0,2.273061020938728e-05
ybaQ,1345,ss_postshift,0.0,6.36930640242206e-05
ybaS,12,ss_postshift,0.0,5.682652552346819e-07
ybaT,52,ss_postshift,0.0,2.462482772683622e-06
ybaV,339,ss_postshift,0.0,1.6053493460379766e-05
ybaY,1412,ss_postshift,0.0,6.686587836594758e-05
ybbA,190,ss_postshift,0.0,8.997533207882465e-06
ybbB,242,ss_postshift,0.0,1.1460015980566085e-05
ybbC,64,ss_postshift,0.0,3.030748027918304e-06
ybbD,0,ss_postshift,0.0,0.0
ybbJ,292,ss_postshift,0.0,1.382778787737726e-05
ybbN,2601,ss_postshift,0.0,0.0001231714940721173
ybbO,672,ss_postshift,0.0,3.182285429314219e-05
ybbP,425,ss_postshift,0.0,2.0126061122894984e-05
ybbW,261,ss_postshift,0.0,1.2359769301354333e-05
ybbY,78,ss_postshift,0.0,3.6937241590254326e-06
ybcC,258,ss_postshift,0.0,1.2217702987545663e-05
ybcD,72,ss_postshift,0.0,3.409591531408092e-06
ybcF,18,ss_postshift,0.0,8.52397882852023e-07
ybcH,166,ss_postshift,0.0,7.8610026974131e-06
ybcI,43,ss_postshift,0.0,2.0362838312576105e-06
ybcJ,458,ss_postshift,0.0,2.1688790574790362e-05
ybcK,43,ss_postshift,0.0,2.0362838312576105e-06
ybcL,109,ss_postshift,0.0,5.161742735048361e-06
ybcM,424,ss_postshift,0.0,2.007870568495876e-05
ybcN,8,ss_postshift,0.0,3.78843503489788e-07
ybcO,0,ss_postshift,0.0,0.0
ybcQ,23,ss_postshift,0.0,1.0891750725331404e-06
ybcV,18,ss_postshift,0.0,8.52397882852023e-07
ybcW,175,ss_postshift,0.0,8.287201638839112e-06
ybcY,204,ss_postshift,0.0,9.660509338989594e-06
ybdD,1662,ss_postshift,0.0,7.870473785000345e-05
ybdF,385,ss_postshift,0.0,1.8231843605446047e-05
ybdG,1441,ss_postshift,0.0,6.823918606609806e-05
ybdH,1097,ss_postshift,0.0,5.1948915416037174e-05
ybdJ,243,ss_postshift,0.0,1.150737141850231e-05
ybdK,463,ss_postshift,0.0,2.192556776447148e-05
ybdL,808,ss_postshift,0.0,3.8263193852468585e-05
ybdM,111,ss_postshift,0.0,5.256453610920808e-06
ybdN,39,ss_postshift,0.0,1.8468620795127163e-06
ybdO,84,ss_postshift,0.0,3.977856786642774e-06
ybdR,177,ss_postshift,0.0,8.381912514711559e-06
ybdZ,59,ss_postshift,0.0,2.7939708382371863e-06
ybeD,3319,ss_postshift,0.0,0.00015717269851032577
ybeF,76,ss_postshift,0.0,3.5990132831529858e-06
ybeL,2437,ss_postshift,0.0,0.00011540520225057666
ybeM_1,50,ss_postshift,0.0,2.3677718968111748e-06
ybeM_2,97,ss_postshift,0.0,4.593477479813679e-06
ybeQ,44,ss_postshift,0.0,2.0836392691938336e-06
ybeR,2,ss_postshift,0.0,9.4710875872447e-08
ybeT,18,ss_postshift,0.0,8.52397882852023e-07
ybeU,17,ss_postshift,0.0,8.050424449157995e-07
ybeX,6443,ss_postshift,0.0,0.000305111086623088
ybeY,1117,ss_postshift,0.0,5.289602417476164e-05
ybeZ,3130,ss_postshift,0.0,0.00014822252074037955
ybfA,71,ss_postshift,0.0,3.3622360934718682e-06
ybfB,5,ss_postshift,0.0,2.3677718968111748e-07
ybfC,63,ss_postshift,0.0,2.9833925899820803e-06
ybfD,12,ss_postshift,0.0,5.682652552346819e-07
ybfE,372,ss_postshift,0.0,1.761622291227514e-05
ybfF,937,ss_postshift,0.0,4.437204534624142e-05
ybfG,10,ss_postshift,0.0,4.7355437936223497e-07
ybfH,11,ss_postshift,0.0,5.209098172984584e-07
ybfK,0,ss_postshift,0.0,0.0
ybfL,5,ss_postshift,0.0,2.3677718968111748e-07
ybfN,67,ss_postshift,0.0,3.1728143417269743e-06
ybfO,41,ss_postshift,0.0,1.9415729553851633e-06
ybfP,127,ss_postshift,0.0,6.014140617900384e-06
ybfQ,2,ss_postshift,0.0,9.4710875872447e-08
ybgA,198,ss_postshift,0.0,9.376376711372252e-06
ybgC,1343,ss_postshift,0.0,6.359835314834815e-05
ybgD,37,ss_postshift,0.0,1.7521512036402693e-06
ybgE,1442,ss_postshift,0.0,6.828654150403428e-05
ybgI,790,ss_postshift,0.0,3.741079596961656e-05
ybgJ,470,ss_postshift,0.0,2.225705583002504e-05
ybgK,785,ss_postshift,0.0,3.7174018779935445e-05
ybgL,605,ss_postshift,0.0,2.8650039951415215e-05
ybgO,41,ss_postshift,0.0,1.9415729553851633e-06
ybgP,22,ss_postshift,0.0,1.0418196345969168e-06
ybgQ,27,ss_postshift,0.0,1.2785968242780344e-06
ybgS,629,ss_postshift,0.0,2.9786570461884578e-05
ybhA,824,ss_postshift,0.0,3.902088085944816e-05
ybhB,1331,ss_postshift,0.0,6.303008789311347e-05
ybhC,2949,ss_postshift,0.0,0.00013965118647392308
ybhD,170,ss_postshift,0.0,8.050424449157995e-06
ybhF,454,ss_postshift,0.0,2.1499368823045467e-05
ybhG,222,ss_postshift,0.0,1.0512907221841617e-05
ybhH,18,ss_postshift,0.0,8.52397882852023e-07
ybhI,27,ss_postshift,0.0,1.2785968242780344e-06
ybhJ,133,ss_postshift,0.0,6.298273245517725e-06
ybhK,1532,ss_postshift,0.0,7.254853091829439e-05
ybhL,3508,ss_postshift,0.0,0.00016612287628027202
ybhM,72,ss_postshift,0.0,3.409591531408092e-06
ybhN,94,ss_postshift,0.0,4.451411166005009e-06
ybhP,141,ss_postshift,0.0,6.677116749007513e-06
ybhQ,6056,ss_postshift,0.0,0.0002867845321417695
ybhR,372,ss_postshift,0.0,1.761622291227514e-05
ybhS,247,ss_postshift,0.0,1.1696793170247204e-05
ybiA,199,ss_postshift,0.0,9.423732149308476e-06
ybiB,1199,ss_postshift,0.0,5.677917008553197e-05
ybiC,3512,ss_postshift,0.0,0.00016631229803201693
ybiH,296,ss_postshift,0.0,1.4017209629122154e-05
ybiI,106,ss_postshift,0.0,5.01967642123969e-06
ybiJ,61,ss_postshift,0.0,2.888681714109633e-06
ybiO,274,ss_postshift,0.0,1.2975389994525239e-05
ybiR,489,ss_postshift,0.0,2.315680915081329e-05
ybiT,4805,ss_postshift,0.0,0.0002275428792835539
ybiU,160,ss_postshift,0.0,7.5768700697957595e-06
ybiV,773,ss_postshift,0.0,3.6605753524700765e-05
ybiW,99,ss_postshift,0.0,4.688188355686126e-06
ybiX,118,ss_postshift,0.0,5.587941676474373e-06
ybiY,3,ss_postshift,0.0,1.4206631380867047e-07
ybjC,150,ss_postshift,0.0,7.103315690433524e-06
ybjD,429,ss_postshift,0.0,2.031548287463988e-05
ybjG,1017,ss_postshift,0.0,4.816048038113929e-05
ybjH,128,ss_postshift,0.0,6.061496055836608e-06
ybjI,582,ss_postshift,0.0,2.7560864878882074e-05
ybjJ,400,ss_postshift,0.0,1.8942175174489398e-05
ybjL,1206,ss_postshift,0.0,5.711065815108554e-05
ybjM,140,ss_postshift,0.0,6.629761311071289e-06
ybjN,2410,ss_postshift,0.0,0.00011412660542629862
ybjO,157,ss_postshift,0.0,7.434803755987089e-06
ybjP,2292,ss_postshift,0.0,0.00010853866374982425
ybjQ,720,ss_postshift,0.0,3.4095915314080916e-05
ybjS,931,ss_postshift,0.0,4.4087912718624075e-05
ybjT,880,ss_postshift,0.0,4.167278538387668e-05
ybjX,2405,ss_postshift,0.0,0.00011388982823661751
ycaC,4843,ss_postshift,0.0,0.0002293423859251304
ycaD,389,ss_postshift,0.0,1.842126535719094e-05
ycaI,273,ss_postshift,0.0,1.2928034556589014e-05
ycaK,23,ss_postshift,0.0,1.0891750725331404e-06
ycaL,124,ss_postshift,0.0,5.872074304091713e-06
ycaM,164,ss_postshift,0.0,7.766291821540653e-06
ycaN,169,ss_postshift,0.0,8.00306901122177e-06
ycaO,3961,ss_postshift,0.0,0.00018757488966538127
ycaP,272,ss_postshift,0.0,1.2880679118652791e-05
ycaQ,572,ss_postshift,0.0,2.708731049951984e-05
ycaR,529,ss_postshift,0.0,2.5051026668262228e-05
ycbF,112,ss_postshift,0.0,5.303809048857032e-06
ycbJ,1127,ss_postshift,0.0,5.3369578554123877e-05
ycbK,8095,ss_postshift,0.0,0.0003833422700937292
ycbU,53,ss_postshift,0.0,2.509838210619845e-06
ycbV,28,ss_postshift,0.0,1.325952262214258e-06
ycbX,1858,ss_postshift,0.0,8.798640368550326e-05
ycbZ,4177,ss_postshift,0.0,0.00019780366425960555
yccA,19583,ss_postshift,0.0,0.0009273615411050648
yccE,29,ss_postshift,0.0,1.3733077001504814e-06
yccF,279,ss_postshift,0.0,1.3212167184206356e-05
yccJ,1913,ss_postshift,0.0,9.059095277199555e-05
yccM,48,ss_postshift,0.0,2.2730610209387276e-06
yccS,830,ss_postshift,0.0,3.93050134870655e-05
yccT,114,ss_postshift,0.0,5.398519924729478e-06
yccU,755,ss_postshift,0.0,3.575335564184874e-05
yccX,313,ss_postshift,0.0,1.4822252074037955e-05
ycdU,47,ss_postshift,0.0,2.2257055830025044e-06
ycdX,2493,ss_postshift,0.0,0.00011805710677500518
ycdY,2615,ss_postshift,0.0,0.00012383447020322444
ycdZ,864,ss_postshift,0.0,4.09150983768971e-05
yceA,2583,ss_postshift,0.0,0.00012231909618926529
yceB,1294,ss_postshift,0.0,6.127793668947321e-05
yceD,29095,ss_postshift,0.0,0.0013778064667544225
yceF,2653,ss_postshift,0.0,0.00012563397684480093
yceH,1051,ss_postshift,0.0,4.977056527097089e-05
yceI,2597,ss_postshift,0.0,0.00012298207232037242
yceJ,327,ss_postshift,0.0,1.5485228205145083e-05
yceK,62,ss_postshift,0.0,2.9360371520458567e-06
yceM,730,ss_postshift,0.0,3.456946969344315e-05
yceO,9,ss_postshift,0.0,4.261989414260115e-07
yceQ,8,ss_postshift,0.0,3.78843503489788e-07
ycfH,1451,ss_postshift,0.0,6.871274044546029e-05
ycfJ,63,ss_postshift,0.0,2.9833925899820803e-06
ycfK,16,ss_postshift,0.0,7.57687006979576e-07
ycfL,1294,ss_postshift,0.0,6.127793668947321e-05
ycfP,2820,ss_postshift,0.0,0.00013354233498015026
ycfT,21,ss_postshift,0.0,9.944641966606934e-07
ycfZ,21,ss_postshift,0.0,9.944641966606934e-07
ycgB,1321,ss_postshift,0.0,6.255653351375123e-05
ycgH_1,41,ss_postshift,0.0,1.9415729553851633e-06
ycgH_2,109,ss_postshift,0.0,5.161742735048361e-06
ycgI,16,ss_postshift,0.0,7.57687006979576e-07
ycgJ,759,ss_postshift,0.0,3.594277739359363e-05
ycgL,1670,ss_postshift,0.0,7.908358135349323e-05
ycgM,2190,ss_postshift,0.0,0.00010370840908032946
ycgN,960,ss_postshift,0.0,4.546122041877456e-05
ycgR,12679,ss_postshift,0.0,0.0006004195975933777
ycgV,294,ss_postshift,0.0,1.3922498753249707e-05
ycgX,34,ss_postshift,0.0,1.610084889831599e-06
ycgY,27,ss_postshift,0.0,1.2785968242780344e-06
ycgZ,54,ss_postshift,0.0,2.5571936485560688e-06
ychA,2018,ss_postshift,0.0,9.556327375529901e-05
ychE,282,ss_postshift,0.0,1.3354233498015026e-05
ychE_1,48,ss_postshift,0.0,2.2730610209387276e-06
ychF,6781,ss_postshift,0.0,0.0003211172246455315
ychG_1,36,ss_postshift,0.0,1.704795765704046e-06
ychG_2,11,ss_postshift,0.0,5.209098172984584e-07
ychH,10916,ss_postshift,0.0,0.0005169319605118157
ychJ,1215,ss_postshift,0.0,5.7536857092511546e-05
ychN,5948,ss_postshift,0.0,0.00028167014484465735
